early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
1,LILAK,LIBERTY LATIN AMERICA LTD CLASS C,NASDAQ+RUSSELL2000,Communication,80.59,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,100.0,54.25,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
417,EPRT,ESSENTIAL PROPERTIES REALTY TRUST,RUSSELL2000,Real Estate,60.73,82.0,early_transition,49.8,bullish_below_zero_proxy,56.2,45.49,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
418,PFS,PROVIDENT FINANCIAL SERVICES INC,RUSSELL2000,Financials,60.71,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,56.12,45.47,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
419,BATRA,ATLANTA BRAVES HOLDINGS INC SERIES,NASDAQ+RUSSELL2000,Communication,60.7,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,56.1,45.47,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
420,WABC,WESTAMERICA BANCORPORATION,NASDAQ+RUSSELL2000,Financials,60.7,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,56.09,45.47,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
421,CVSA,COVISTA INC,RUSSELL2000,Consumer Discretionary,60.7,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,56.11,45.47,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
422,BDN,BRANDYWINE REALTY TRUST REIT,RUSSELL2000,Real Estate,60.69,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,56.08,45.47,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
423,EFSC,ENTERPRISE FINANCIAL SERVICES CORP,NASDAQ+RUSSELL2000,Financials,60.68,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,56.03,45.46,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
424,AKTS,AKTIS ONCOLOGY INC,NASDAQ+RUSSELL2000,Health Care,60.67,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,89.19,53.09,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
425,ARL,AMERICAN REALTY INVESTORS INC,RUSSELL2000,Real Estate,60.67,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,95.04,53.26,12.32,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
426,FCCO,FIRST COMMUNITY CORP,NASDAQ+RUSSELL2000,Financials,60.66,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,55.99,45.45,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
427,CHCT,COMMUNITY HEALTHCARE TRUST INC,RUSSELL2000,Real Estate,60.65,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,55.95,45.44,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
428,MYE,MYERS INDUSTRIES INC,RUSSELL2000,Materials,60.65,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,89.57,52.16,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
429,NBHC,NATIONAL BANK HOLDINGS CORP CLASS,RUSSELL2000,Financials,60.64,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,55.9,45.43,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
430,AHCO,ADAPTHEALTH CORP,NASDAQ+RUSSELL2000,Health Care,60.63,82.0,early_transition,49.8,bullish_below_zero_proxy,55.43,46.34,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
431,ACU,ACME UNITED CORP,RUSSELL2000,Health Care,60.63,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,55.43,46.34,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
432,RH,RH,RUSSELL2000,Consumer Discretionary,60.63,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,55.89,45.43,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
433,OSCR,OSCAR HEALTH INC CLASS A,RUSSELL2000,Financials,60.62,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,89.59,52.17,10.57,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
434,IMKTA,INGLES MARKETS INC CLASS A,NASDAQ+RUSSELL2000,Consumer Staples,60.61,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,55.37,46.32,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
435,SKYH,SKY HARBOUR GROUP CORP CLASS A,RUSSELL2000,Industrials,60.61,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,55.82,45.41,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
436,BVFL,BV FINANCIAL INC,NASDAQ+RUSSELL2000,Financials,60.6,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,55.8,45.41,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
437,CBU,COMMUNITY FINANCIAL SYSTEM INC,RUSSELL2000,Financials,60.6,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,55.78,45.41,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
438,NXDR,NEXTDOOR HOLDINGS INC CLASS A,RUSSELL2000,Communication,60.59,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,55.77,45.4,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
439,TXG,10X GENOMICS INC CLASS A,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,60.57,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,55.26,46.3,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
440,WK,WORKIVA INC CLASS A,RUSSELL2000,Information Technology,60.57,82.0,early_transition,49.8,bullish_below_zero_proxy,55.72,45.39,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
441,TLS,TELOS CORPORATION CORP,NASDAQ+RUSSELL2000,Information Technology,60.55,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,55.66,45.38,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
442,HBCP,HOME BANCORP INC,NASDAQ+RUSSELL2000,Financials,60.54,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,55.63,45.38,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
443,CNXN,PC CONNECTION INC,NASDAQ+RUSSELL2000,Information Technology,60.52,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,55.56,45.36,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
444,SAFE,SAFEHOLD INC,RUSSELL2000,Real Estate,60.49,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,55.47,45.34,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
445,SWX,SOUTHWEST GAS HOLDINGS INC,RUSSELL2000,Utilities,60.49,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,55.01,46.25,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
446,GDOT,GREEN DOT CORP CLASS A,RUSSELL2000,Financials,60.43,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,55.27,45.3,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
447,HAFC,HANMI FINANCIAL CORP,NASDAQ+RUSSELL2000,Financials,60.42,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,55.26,45.3,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
448,RAPP,RAPPORT THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,60.4,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,54.73,46.2,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
449,TCBX,THIRD COAST BANCSHARES INC,RUSSELL2000,Financials,60.4,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,55.18,45.29,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
450,NWFL,NORWOOD FINANCIAL CORP,NASDAQ+RUSSELL2000,Financials,60.37,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,55.1,45.27,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
451,VOR,VOR BIOPHARMA INC,NASDAQ+RUSSELL2000,Health Care,60.37,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,92.2,53.69,11.83,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
452,EXPO,EXPONENT INC,NASDAQ+RUSSELL2000,Industrials,60.36,82.0,early_transition,49.8,bullish_below_zero_proxy,55.07,45.26,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
453,OCGN,OCUGEN INC,NASDAQ+RUSSELL2000,Health Care,60.35,82.0,early_transition,61.8,bullish_above_signal_proxy,45.49,44.35,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
454,SEZL,SEZZLE INC,NASDAQ+NASDAQ500+RUSSELL2000,Financials,60.35,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,95.18,53.29,12.68,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
455,NFBK,NORTHFIELD BANCORP INC,NASDAQ+RUSSELL2000,Financials,60.33,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,54.97,45.24,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
456,NPCE,NEUROPACE INC,NASDAQ+RUSSELL2000,Health Care,60.33,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,54.51,46.15,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
457,LINC,LINCOLN EDUCATIONAL SERVICES CORP,NASDAQ+RUSSELL2000,Consumer Discretionary,60.32,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,54.94,45.24,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
458,BRZE,BRAZE INC CLASS A,NASDAQ+RUSSELL2000,Information Technology,60.31,82.0,early_transition,49.8,bullish_below_zero_proxy,54.93,45.24,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
459,CLMB,CLIMB GLOBAL SOLUTIONS INC,NASDAQ+RUSSELL2000,Information Technology,60.28,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,54.82,45.21,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
460,SCHL,SCHOLASTIC CORP,NASDAQ+RUSSELL2000,Communication,60.28,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,54.82,45.21,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
461,TENX,TENAX THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,60.26,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,55.25,14.51,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
462,IBCP,INDEPENDENT BANK CORP,NASDAQ+RUSSELL2000,Financials,60.24,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,54.71,45.19,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
463,BANR,BANNER CORP,NASDAQ+RUSSELL2000,Financials,60.23,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,54.67,45.18,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
464,KNTK,KINETIK HOLDINGS INC CLASS A,RUSSELL2000,Energy,60.23,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,54.67,45.18,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
465,ALT,ALTIMMUNE INC,NASDAQ+RUSSELL2000,Health Care,60.22,82.0,early_transition,61.8,bullish_above_signal_proxy,45.09,44.27,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
466,NRIX,NURIX THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,60.21,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,55.25,14.57,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
467,VITL,VITAL FARMS INC,NASDAQ+RUSSELL2000,Consumer Staples,60.21,82.0,early_transition,59.55,bullish_above_signal_proxy,87.95,52.84,13.59,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,EMA extension 2.9 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
468,FF,FUTUREFUEL CORP,RUSSELL2000,Energy,60.2,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,54.59,45.17,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
469,NBBK,NB BANCORP INC,NASDAQ+RUSSELL2000,Financials,60.18,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,54.53,45.16,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
470,PKBK,PARKE BANCORP INC,NASDAQ+RUSSELL2000,Financials,60.18,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,54.53,45.16,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
471,STUB,STUBHUB HOLDINGS INC CLASS A,RUSSELL2000,Communication,60.18,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,54.25,14.45,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
472,THRY,THRYV HOLDINGS INC,NASDAQ+RUSSELL2000,Information Technology,60.17,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,54.49,45.15,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
473,OFLX,OMEGA FLEX INC,NASDAQ+RUSSELL2000,Industrials,60.15,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,54.43,45.14,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
474,ATAI,ATAIBECKLEY INC,NASDAQ+RUSSELL2000,Health Care,60.14,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,53.96,46.04,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
475,CHCI,COMSTOCK HOLDING COMPANIES INC CLA,NASDAQ+RUSSELL2000,Real Estate,60.13,82.0,early_transition,49.8,bullish_below_zero_proxy,54.38,45.13,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
476,YORW,YORK WATER,NASDAQ+RUSSELL2000,Utilities,60.13,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,53.92,46.03,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
477,URGN,UROGEN PHARMA LTD,NASDAQ+RUSSELL2000,Health Care,60.1,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,91.71,53.59,11.94,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
478,BANF,BANCFIRST CORP,NASDAQ+RUSSELL2000,Financials,60.09,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,54.26,45.1,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
479,ZYME,ZYMEWORKS INC,NASDAQ+RUSSELL2000,Health Care,60.08,82.0,early_transition,49.8,bullish_below_zero_proxy,53.78,46.01,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
480,CXT,CRANE NXT,RUSSELL2000,Information Technology,60.08,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,87.86,51.82,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
481,HUBG,HUB GROUP INC CLASS A,NASDAQ+RUSSELL2000,Industrials,60.06,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,54.15,45.08,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
482,SNFCA,SECURITY NATIONAL FINANCIAL CORP C,NASDAQ+RUSSELL2000,Financials,60.04,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,54.09,45.07,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
483,ATMU,ATMUS FILTRATION TECHNOLOGIES INC,RUSSELL2000,Industrials,60.04,82.0,early_transition,49.8,bullish_below_zero_proxy,54.11,45.07,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
484,SFST,SOUTHERN FIRST BANCSHARES INC,NASDAQ+RUSSELL2000,Financials,60.03,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,54.08,45.07,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
485,MATW,MATTHEWS INTERNATIONAL CORP CLASS,NASDAQ+RUSSELL2000,Consumer Discretionary,60.02,82.0,early_transition,49.8,bullish_below_zero_proxy,54.03,45.06,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
486,EBF,ENNIS INC,RUSSELL2000,Industrials,60.02,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,54.04,45.06,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
487,VRTS,VIRTUS INVESTMENT PARTNERS INC,RUSSELL2000,Financials,59.98,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,53.91,45.03,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
488,NSSC,NAPCO SECURITY TECHNOLOGIES INC,NASDAQ+RUSSELL2000,Information Technology,59.97,82.0,early_transition,49.8,bullish_below_zero_proxy,53.88,45.03,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
489,CRK,COMSTOCK RESOURCES INC,RUSSELL2000,Energy,59.97,82.0,early_transition,49.8,bullish_below_zero_proxy,53.88,45.03,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
490,GNE,GENIE ENERGY LTD CLASS B,RUSSELL2000,Utilities,59.97,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,53.42,45.93,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
491,ORKA,ORUKA THERAPEUTICS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,59.95,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,87.01,52.65,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
492,QDEL,QUIDELORTHO CORP,NASDAQ+RUSSELL2000,Health Care,59.94,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,53.33,45.92,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
493,ALCO,ALICO INC,NASDAQ+RUSSELL2000,Consumer Staples,59.92,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,53.28,45.91,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
494,CRSP,CRISPR THERAPEUTICS AG,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,59.92,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,53.28,45.91,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
495,USAU,US GOLD CORP,NASDAQ+RUSSELL2000,Materials,59.91,82.0,early_transition,49.8,bullish_below_zero_proxy,53.71,44.99,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
496,AHRT,AH REALTY INC,RUSSELL2000,Real Estate,59.91,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,53.69,44.99,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
497,GLUE,MONTE ROSA THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,59.9,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,85.99,52.45,10.26,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
498,INGN,INOGEN INC,NASDAQ+RUSSELL2000,Health Care,59.86,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,53.09,45.87,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
499,SNDX,SYNDAX PHARMACEUTICALS INC,NASDAQ+RUSSELL2000,Health Care,59.83,82.0,early_transition,59.55,bullish_above_signal_proxy,79.0,51.05,11.01,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
500,TCBI,TEXAS CAPITAL BANCSHARES INC,NASDAQ+RUSSELL2000,Financials,59.83,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,53.45,44.94,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
