early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
715,STRZ,STARZ ENTERTAINMENT CORP,NASDAQ+RUSSELL2000,Communication,51.41,72.0,confirmed_bullish_trend,25.0,bearish_proxy,55.82,45.41,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
716,HRMY,HARMONY BIOSCIENCES HLDG INC,NASDAQ+RUSSELL2000,Health Care,51.36,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,71.27,49.5,13.93,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
717,SABS,SAB BIOTHERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,51.36,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,60.99,47.45,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
718,UMBF,UMB FINANCIAL CORP,NASDAQ+NASDAQ500+RUSSELL2000,Financials,51.34,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,61.38,46.53,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
719,KELYA,KELLY SERVICES INC CLASS A,NASDAQ+RUSSELL2000,Industrials,51.32,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,64.31,47.11,11.53,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
720,FBYD,FALCON S BEYOND GLOBAL INC CLASS A,NASDAQ+RUSSELL2000,Industrials,51.31,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,61.29,46.51,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
721,EOLS,EVOLUS INC,NASDAQ+RUSSELL2000,Health Care,51.3,75.0,confirmed_bullish_trend,26.35,bearish_proxy,51.28,45.51,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
722,KFRC,KFORCE INC,RUSSELL2000,Industrials,51.28,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,62.95,46.84,11.12,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
723,VYX,NCR VOYIX CORP,RUSSELL2000,Information Technology,51.28,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,61.19,46.49,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
724,ONB,OLD NATIONAL BANCORP,NASDAQ+NASDAQ500+RUSSELL2000,Financials,51.23,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,61.04,46.46,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
725,KVHI,KVH INDUSTRIES INC,NASDAQ+RUSSELL2000,Information Technology,51.22,35.0,mixed_sideways,49.8,bullish_below_zero_proxy,70.1,48.27,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
726,ARR,ARMOUR RESIDENTIAL REIT INC,RUSSELL2000,Financials,51.18,82.0,early_transition,20.0,fresh_bearish_cross_proxy,49.82,44.21,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
727,SABR,SABRE CORP,NASDAQ+RUSSELL2000,Consumer Discretionary,51.16,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,60.83,46.42,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
728,ECPG,ENCORE CAPITAL GROUP INC,NASDAQ+RUSSELL2000,Financials,51.15,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,60.79,46.41,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
729,AX,AXOS FINANCIAL INC,RUSSELL2000,Financials,51.14,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,60.76,46.4,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
730,PLTK,PLAYTIKA HOLDING CORP,NASDAQ+RUSSELL2000,Communication,51.1,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,60.63,46.38,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
731,BBNX,BETA BIONICS INC,NASDAQ+RUSSELL2000,Health Care,51.07,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,60.09,47.27,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
732,FFBC,FIRST FINANCIAL BANCORP,NASDAQ+RUSSELL2000,Financials,51.07,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,60.55,46.36,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
733,ORKA,ORUKA THERAPEUTICS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,51.06,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,91.73,53.6,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
734,FRBA,FIRST BANK,NASDAQ+RUSSELL2000,Financials,51.03,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,60.43,46.34,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
735,CBLL,CERIBELL INC,NASDAQ+RUSSELL2000,Health Care,50.93,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,59.66,47.18,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
736,MPAA,MOTORCAR PARTS OF AMERICA INC,NASDAQ+RUSSELL2000,Consumer Discretionary,50.88,35.0,mixed_sideways,25.0,bearish_proxy,87.86,51.82,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
737,AMBA,AMBARELLA INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,50.85,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,59.89,46.23,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
738,CBZ,CBIZ INC,RUSSELL2000,Industrials,50.82,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,58.33,45.92,10.06,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
739,WTBA,WEST BANCORPORATION INC,NASDAQ+RUSSELL2000,Financials,50.81,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,59.78,46.21,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
740,CADL,CANDEL THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,50.8,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,59.28,47.11,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
741,NTST,NETSTREIT CORP,RUSSELL2000,Real Estate,50.8,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,60.45,46.34,10.77,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
742,RGCO,RGC RESOURCES INC,NASDAQ+RUSSELL2000,Utilities,50.79,72.0,confirmed_bullish_trend,25.0,bearish_proxy,53.48,45.95,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
743,COLL,COLLEGIUM PHARMACEUTICAL INC,NASDAQ+RUSSELL2000,Health Care,50.78,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,59.22,47.09,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
744,MSEX,MIDDLESEX WATER,NASDAQ+RUSSELL2000,Utilities,50.78,38.0,mixed_sideways,63.15,bullish_above_signal_proxy,55.47,46.34,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
745,DK,DELEK US HOLDINGS INC,RUSSELL2000,Energy,50.77,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,68.94,48.04,13.6,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.9 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
746,UPBD,UPBOUND GROUP INC,NASDAQ+RUSSELL2000,Consumer Discretionary,50.76,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,59.6,46.17,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
747,LXEO,LEXEO THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,50.74,35.0,mixed_sideways,49.8,bullish_below_zero_proxy,68.19,48.89,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
748,IRMD,IRADIMED CORP,NASDAQ+RUSSELL2000,Health Care,50.71,38.0,mixed_sideways,63.15,bullish_above_signal_proxy,55.27,46.3,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
749,HMN,HORACE MANN EDUCATORS CORP,RUSSELL2000,Financials,50.7,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,65.99,47.45,12.7,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
750,SIGI,SELECTIVE INSURANCE GROUP INC,NASDAQ+RUSSELL2000,Financials,50.67,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,59.33,46.12,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
751,SGMT,SAGIMET BIOSCIENCES INC SERIES A,NASDAQ+RUSSELL2000,Health Care,50.63,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,58.75,47.0,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
752,UTI,UNIVERSAL TECHNICAL INSTITUTE INC,RUSSELL2000,Consumer Discretionary,50.61,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,65.6,47.37,12.66,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
753,CVLG,COVENANT LOGISTICS GROUP INC CLASS,RUSSELL2000,Industrials,50.6,72.0,confirmed_bullish_trend,25.0,bearish_proxy,53.37,44.92,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
754,STNG,SCORPIO TANKERS INC,RUSSELL2000,Energy,50.58,35.0,mixed_sideways,71.8,fresh_below_zero_cross_proxy,51.49,44.55,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
755,EBC,EASTERN BANKSHARES INC,NASDAQ+RUSSELL2000,Financials,50.57,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,59.05,46.06,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
756,ICHR,ICHOR HOLDINGS LTD,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,50.55,35.0,mixed_sideways,25.0,bearish_proxy,86.84,51.62,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
757,ADUS,ADDUS HOMECARE CORP,NASDAQ+RUSSELL2000,Health Care,50.44,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,68.54,48.96,13.95,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
758,RMNI,RIMINI STREET INC,NASDAQ+RUSSELL2000,Information Technology,50.44,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,63.66,46.98,12.2,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
759,CASS,CASS INFORMATION SYSTEMS INC,NASDAQ+RUSSELL2000,Financials,50.41,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,58.54,45.96,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
760,CLMT,CALUMET INC,NASDAQ+RUSSELL2000,Energy,50.31,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,61.29,46.51,11.54,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
761,HWC,HANCOCK WHITNEY CORP,NASDAQ+RUSSELL2000,Financials,50.3,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,58.21,45.89,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
762,PRAA,PRA GROUP INC,NASDAQ+RUSSELL2000,Financials,50.3,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,58.22,45.89,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
763,GBCI,GLACIER BANCORP INC,RUSSELL2000,Financials,50.3,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,58.23,45.9,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
764,GABC,GERMAN AMERICAN BANCORP INC,NASDAQ+RUSSELL2000,Financials,50.26,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,58.11,45.87,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
765,CVBF,CVB FINANCIAL CORP,NASDAQ+RUSSELL2000,Financials,50.25,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,58.07,45.86,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
766,KREF,KKR REAL ESTATE FINANCE INC TRUST,RUSSELL2000,Financials,50.24,72.0,confirmed_bullish_trend,25.0,bearish_proxy,52.29,44.71,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
767,CZNC,CITIZENS AND NORTHERN CORP,NASDAQ+RUSSELL2000,Financials,50.23,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,57.99,45.85,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
768,FIBK,FIRST INTERSTATE BANCSYSTEM INC,NASDAQ+RUSSELL2000,Financials,50.23,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,58.0,45.85,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
769,NBTB,NBT BANCORP INC,NASDAQ+RUSSELL2000,Financials,50.22,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,57.97,45.84,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
770,RUSHA,RUSH ENTERPRISES INC CLASS A,NASDAQ+RUSSELL2000,Industrials,50.17,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,57.84,45.82,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
771,MDXG,MIMEDX GROUP INC,NASDAQ+RUSSELL2000,Health Care,50.16,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,63.77,48.0,12.66,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
772,LOB,LIVE OAK BANCSHARES INC,RUSSELL2000,Financials,50.16,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,57.8,45.81,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
773,SCL,STEPAN,RUSSELL2000,Materials,50.16,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,57.8,45.81,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
774,SLAB,SILICON LABORATORIES INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,50.07,72.0,confirmed_bullish_trend,25.0,bearish_proxy,51.75,44.6,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
775,PSTL,POSTAL REALTY TRUST INC CLASS A,RUSSELL2000,Real Estate,50.07,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,57.52,45.75,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
776,HOG,HARLEY DAVIDSON INC,RUSSELL2000,Consumer Discretionary,50.06,72.0,confirmed_bullish_trend,25.0,bearish_proxy,51.73,44.6,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
777,AMCX,AMC GLOBAL MEDIA INC CLASS A,NASDAQ+RUSSELL2000,Communication,50.04,72.0,confirmed_bullish_trend,25.0,bearish_proxy,51.67,44.58,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
778,MYE,MYERS INDUSTRIES INC,RUSSELL2000,Materials,50.04,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,89.09,52.07,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
779,CTKB,CYTEK BIOSCIENCES INC,NASDAQ+RUSSELL2000,Health Care,49.98,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,56.78,46.61,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
780,MBWM,MERCANTILE BANK CORP,NASDAQ+RUSSELL2000,Financials,49.96,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,57.18,45.69,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
781,YORW,YORK WATER,NASDAQ+RUSSELL2000,Utilities,49.92,38.0,mixed_sideways,61.8,bullish_above_signal_proxy,53.88,46.03,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
782,NEXN,NEXXEN INTERNATIONAL LTD,NASDAQ+RUSSELL2000,Communication,49.83,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,56.79,45.61,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
783,GNW,GENWORTH FINANCIAL INC,RUSSELL2000,Financials,49.81,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,56.73,45.6,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
784,CTO,CTO REALTY GROWTH INC,RUSSELL2000,Real Estate,49.8,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,56.72,45.59,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
785,AOMR,ANGEL OAK MORTGAGE REIT INC,RUSSELL2000,Financials,49.78,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,56.64,45.58,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
786,FSUN,FIRSTSUN CAPITAL BANCORP,NASDAQ+RUSSELL2000,Financials,49.74,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,56.52,45.55,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
787,AZTA,AZENTA INC,NASDAQ+RUSSELL2000,Health Care,49.71,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,55.99,46.45,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
788,FSBW,FS BANCORP INC,NASDAQ+RUSSELL2000,Financials,49.71,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,56.42,45.53,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
789,CPF,CENTRAL PACIFIC FINANCIAL CORP,RUSSELL2000,Financials,49.69,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,56.37,45.52,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
790,MBI,MBIA INC,RUSSELL2000,Financials,49.69,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,56.37,45.52,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
791,OBIO,ORCHESTRA BIOMED HOLDINGS INC,NASDAQ+RUSSELL2000,Health Care,49.67,82.0,early_transition,25.0,bearish_proxy,41.02,43.45,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
792,HBB,HAMILTON BEACH BRANDS HOLDING COMP,RUSSELL2000,Consumer Discretionary,49.67,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,56.32,45.51,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
793,FLGT,FULGENT GENETICS INC,NASDAQ+RUSSELL2000,Health Care,49.66,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,55.26,46.3,10.35,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
794,BNL,BROADSTONE NET LEASE INC,RUSSELL2000,Real Estate,49.66,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,58.73,46.0,11.35,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
795,BOX,BOX INC CLASS A,RUSSELL2000,Information Technology,49.66,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,59.75,46.2,11.69,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
796,XPOF,XPONENTIAL FITNESS INC CLASS A,RUSSELL2000,Consumer Discretionary,49.62,38.0,mixed_sideways,25.0,bearish_proxy,81.32,50.51,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
797,ALRM,ALARM.COM HOLDINGS INC,NASDAQ+RUSSELL2000,Information Technology,49.55,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,63.63,46.98,13.07,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.8 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
798,GIII,G III APPAREL GROUP LTD,NASDAQ+RUSSELL2000,Consumer Discretionary,49.5,72.0,confirmed_bullish_trend,25.0,bearish_proxy,50.04,44.26,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
799,TDUP,THREDUP INC CLASS A,NASDAQ+RUSSELL2000,Consumer Discretionary,49.48,38.0,mixed_sideways,21.35,fresh_bearish_cross_proxy,83.65,50.98,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
800,PRK,PARK NATIONAL CORP,RUSSELL2000,Financials,49.46,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,55.68,45.39,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
801,BCPC,BALCHEM CORP,NASDAQ+RUSSELL2000,Materials,49.44,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,55.6,45.37,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
