early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
1760,CBIO,CRESCENT BIOPHARMA INC,NASDAQ+RUSSELL2000,Health Care,26.36,15.0,bearish_transition,25.0,bearish_proxy,31.29,41.51,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1761,CMTG,CLAROS MORTGAGE TRUST INC,RUSSELL2000,Financials,26.34,15.0,bearish_transition,25.0,bearish_proxy,31.68,40.59,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1762,BALY,BALLY S CORP,RUSSELL2000,Consumer Discretionary,26.3,15.0,bearish_transition,25.0,bearish_proxy,31.56,40.56,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1763,PLPC,PREFORMED LINE PRODUCTS,NASDAQ+RUSSELL2000,Industrials,26.29,15.0,bearish_transition,25.0,bearish_proxy,31.52,40.55,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1764,BRCC,BRC INC CLASS A,RUSSELL2000,Consumer Staples,26.24,15.0,bearish_transition,25.0,bearish_proxy,30.92,41.43,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1765,IVVD,INVIVYD INC,NASDAQ+RUSSELL2000,Health Care,26.18,15.0,bearish_transition,49.8,bullish_below_zero_proxy,11.94,37.64,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1766,ADNT,ADIENT PLC,RUSSELL2000,Consumer Discretionary,26.18,15.0,bearish_transition,25.0,bearish_proxy,31.2,40.49,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1767,CORZ,CORE SCIENTIFIC INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,26.17,15.0,bearish_transition,25.0,bearish_proxy,31.16,40.48,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1768,CAL,CALERES INC,RUSSELL2000,Consumer Discretionary,26.17,15.0,bearish_transition,25.0,bearish_proxy,31.15,40.48,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1769,CNR,CORE NATURAL RESOURCES INC,RUSSELL2000,Energy,26.16,15.0,bearish_transition,25.0,bearish_proxy,31.13,40.48,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1770,CIFR,CIPHER DIGITAL INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,26.15,15.0,bearish_transition,25.0,bearish_proxy,31.11,40.47,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1771,NBR,NABORS INDUSTRIES LTD,RUSSELL2000,Energy,26.15,15.0,bearish_transition,25.0,bearish_proxy,31.1,40.47,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1772,RC,READY CAPITAL CORP,RUSSELL2000,Financials,26.12,15.0,bearish_transition,20.0,fresh_bearish_cross_proxy,34.79,41.21,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1773,AMTX,AEMETIS INC,NASDAQ+RUSSELL2000,Energy,26.07,15.0,bearish_transition,49.8,bullish_below_zero_proxy,12.05,36.66,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1774,OVBC,OHIO VALLEY BANC CORP,NASDAQ+RUSSELL2000,Financials,25.99,15.0,bearish_transition,25.0,bearish_proxy,30.62,40.37,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1775,UNFI,UNITED NATURAL FOODS INC,RUSSELL2000,Consumer Staples,25.96,15.0,bearish_transition,25.0,bearish_proxy,30.06,41.26,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1776,TRON,TRON INC,NASDAQ+RUSSELL2000,Consumer Discretionary,25.92,15.0,bearish_transition,49.8,bullish_below_zero_proxy,11.62,36.57,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1777,ASPN,ASPEN AEROGELS INC,RUSSELL2000,Materials,25.86,15.0,bearish_transition,25.0,bearish_proxy,30.23,40.3,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1778,SIGA,SIGA TECHNOLOGIES INC,NASDAQ+RUSSELL2000,Health Care,25.82,15.0,bearish_transition,25.0,bearish_proxy,29.66,41.18,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1779,MARA,MARA HOLDINGS INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,25.77,15.0,bearish_transition,25.0,bearish_proxy,29.93,40.24,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1780,ATKR,ATKORE INC,RUSSELL2000,Industrials,25.63,15.0,bearish_transition,25.0,bearish_proxy,29.52,40.15,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1781,ASYS,AMTECH SYSTEMS INC,NASDAQ+RUSSELL2000,Information Technology,25.6,15.0,bearish_transition,25.0,bearish_proxy,29.43,40.14,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1782,CRGY,CRESCENT ENERGY CLASS A,RUSSELL2000,Energy,25.56,15.0,bearish_transition,25.0,bearish_proxy,29.3,40.11,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1783,SERV,SERVE ROBOTICS INC,NASDAQ+RUSSELL2000,Consumer Discretionary,25.53,15.0,bearish_transition,49.8,bullish_below_zero_proxy,10.44,36.34,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1784,PUMP,PROPETRO HOLDING CORP,RUSSELL2000,Energy,25.38,15.0,bearish_transition,25.0,bearish_proxy,28.76,40.0,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1785,FIGS,FIGS INC CLASS A,RUSSELL2000,Consumer Discretionary,25.37,18.0,bearish_transition,25.0,bearish_proxy,26.0,39.45,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1786,PACK,RANPAK HOLDINGS CORP CLASS A,RUSSELL2000,Materials,25.37,15.0,bearish_transition,25.0,bearish_proxy,28.74,40.0,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1787,CC,CHEMOURS,RUSSELL2000,Materials,25.34,15.0,bearish_transition,25.0,bearish_proxy,28.66,39.98,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1788,MLAB,MESA LABORATORIES INC,NASDAQ+RUSSELL2000,Health Care,25.29,18.0,bearish_transition,21.35,fresh_bearish_cross_proxy,28.07,40.86,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1789,OEC,ORION SA,RUSSELL2000,Materials,25.26,15.0,bearish_transition,25.0,bearish_proxy,28.4,39.93,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1790,VC,VISTEON CORP,NASDAQ+NASDAQ500+RUSSELL2000,Consumer Discretionary,25.24,15.0,bearish_transition,25.0,bearish_proxy,28.35,39.92,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1791,SLNH,SOLUNA HOLDINGS INC,NASDAQ+RUSSELL2000,Information Technology,25.2,15.0,bearish_transition,25.0,bearish_proxy,28.23,39.9,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1792,CV,CAPSOVISION INC,NASDAQ+RUSSELL2000,Health Care,25.11,15.0,bearish_transition,25.0,bearish_proxy,27.48,40.75,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1793,LEE,LEE ENTERPRISES INC,NASDAQ+RUSSELL2000,Communication,25.05,15.0,bearish_transition,25.0,bearish_proxy,27.78,39.81,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1794,RUN,SUNRUN INC,NASDAQ+NASDAQ500+RUSSELL2000,Industrials,24.98,18.0,bearish_transition,26.35,bearish_proxy,23.8,39.01,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1795,SHEN,SHENANDOAH TELECOMMUNICATIONS,NASDAQ+RUSSELL2000,Communication,24.95,15.0,bearish_transition,25.0,bearish_proxy,27.47,39.74,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1796,LASR,NLIGHT INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,24.92,15.0,bearish_transition,25.0,bearish_proxy,27.38,39.73,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1797,INTT,INTEST CORP,RUSSELL2000,Information Technology,24.84,15.0,bearish_transition,25.0,bearish_proxy,27.13,39.68,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1798,RES,RPC INC,RUSSELL2000,Energy,24.75,15.0,bearish_transition,25.0,bearish_proxy,26.85,39.62,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1799,AMRC,AMERESCO INC CLASS A,RUSSELL2000,Industrials,24.72,15.0,bearish_transition,25.0,bearish_proxy,26.75,39.6,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1800,BKSY,BLACKSKY TECHNOLOGY INC CLASS A,RUSSELL2000,Industrials,24.69,15.0,bearish_transition,49.8,bullish_below_zero_proxy,7.88,35.83,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1801,SPRY,ARS PHARMACEUTICALS INC,NASDAQ+RUSSELL2000,Health Care,24.62,15.0,bearish_transition,25.0,bearish_proxy,26.01,40.45,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1802,VPG,VISHAY PRECISION GROUP INC,RUSSELL2000,Information Technology,24.59,15.0,bearish_transition,25.0,bearish_proxy,26.37,39.52,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1803,BTU,PEABODY ENERGY CORP,RUSSELL2000,Energy,24.58,15.0,bearish_transition,25.0,bearish_proxy,26.34,39.52,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1804,NUAI,NEW ERA ENERGY AND DIGITAL INC,NASDAQ+RUSSELL2000,Energy,24.32,15.0,bearish_transition,25.0,bearish_proxy,25.55,39.36,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1805,CAPR,CAPRICOR THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,24.3,15.0,bearish_transition,25.0,bearish_proxy,25.03,40.26,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1806,LGN,LEGENCE CORP CLASS A,NASDAQ+NASDAQ500+RUSSELL2000,Industrials,24.16,15.0,bearish_transition,25.0,bearish_proxy,25.07,39.26,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1807,VECO,VEECO INSTRUMENTS INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,24.16,15.0,bearish_transition,25.0,bearish_proxy,25.05,39.26,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1808,PLBY,PLAYBOY INC,NASDAQ+RUSSELL2000,Consumer Discretionary,24.14,15.0,bearish_transition,25.0,bearish_proxy,25.02,39.25,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1809,ACLS,AXCELIS TECHNOLOGIES INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,24.08,15.0,bearish_transition,25.0,bearish_proxy,24.82,39.21,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1810,ORA,ORMAT TECH INC,RUSSELL2000,Utilities,24.08,15.0,bearish_transition,25.0,bearish_proxy,24.37,40.12,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1811,LCUT,LIFETIME BRANDS INC,NASDAQ+RUSSELL2000,Consumer Discretionary,24.02,15.0,bearish_transition,25.0,bearish_proxy,24.63,39.18,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1812,JOBY,JOBY AVIATION INC CLASS A,RUSSELL2000,Industrials,23.88,15.0,bearish_transition,25.0,bearish_proxy,24.23,39.1,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1813,CRML,CRITICAL METALS CORP,NASDAQ+RUSSELL2000,Materials,23.86,18.0,bearish_transition,25.0,bearish_proxy,21.43,38.54,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1814,AREC,AMERICAN RESOURCES CORP CLASS A,NASDAQ+RUSSELL2000,Energy,23.81,15.0,bearish_transition,25.0,bearish_proxy,24.0,39.05,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1815,FC,FRANKLIN COVEY,RUSSELL2000,Industrials,23.77,15.0,bearish_transition,25.0,bearish_proxy,23.89,39.03,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1816,AVEX,AEVEX CORP CLASS A,RUSSELL2000,Industrials,23.75,15.0,bearish_transition,49.8,bullish_below_zero_proxy,5.04,35.26,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1817,HUN,HUNTSMAN CORP,RUSSELL2000,Materials,23.73,15.0,bearish_transition,25.0,bearish_proxy,23.75,39.0,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1818,AESI,ATLAS ENERGY SOLUTIONS INC,RUSSELL2000,Energy,23.72,15.0,bearish_transition,25.0,bearish_proxy,23.75,39.0,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1819,CSIQ,CANADIAN SOLAR INC,NASDAQ+RUSSELL2000,Information Technology,23.67,15.0,bearish_transition,25.0,bearish_proxy,23.59,38.97,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1820,UUUU,ENERGY FUELS INC,RUSSELL2000,Energy,23.67,15.0,bearish_transition,25.0,bearish_proxy,23.58,38.97,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1821,POWI,POWER INTEGRATIONS INC,NASDAQ+RUSSELL2000,Information Technology,23.57,15.0,bearish_transition,25.0,bearish_proxy,23.29,38.91,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1822,VGNT,VERSIGENT PLC,RUSSELL2000,Consumer Discretionary,23.55,15.0,bearish_transition,25.0,bearish_proxy,23.22,38.89,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1823,SHLS,SHOALS TECHNOLOGIES GROUP INC CLAS,NASDAQ+RUSSELL2000,Industrials,23.38,15.0,bearish_transition,25.0,bearish_proxy,22.7,38.79,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1824,BBBY,BED BATH AND BEYOND INC,RUSSELL2000,Consumer Discretionary,23.34,15.0,bearish_transition,25.0,bearish_proxy,22.58,38.77,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1825,PURR,HYPERLIQUID STRATEGIES INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,23.25,15.0,bearish_transition,25.0,bearish_proxy,21.85,39.62,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1826,AI,C3 AI INC CLASS A,RUSSELL2000,Information Technology,23.16,15.0,bearish_transition,25.0,bearish_proxy,22.05,38.66,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1827,TITN,TITAN MACHINERY INC,NASDAQ+RUSSELL2000,Industrials,23.1,15.0,bearish_transition,25.0,bearish_proxy,21.85,38.62,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1828,BBAI,BIGBEAR.AI HOLDINGS INC,RUSSELL2000,Information Technology,23.09,15.0,bearish_transition,25.0,bearish_proxy,21.82,38.61,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1829,HCC,WARRIOR MET COAL INC,RUSSELL2000,Materials,23.09,15.0,bearish_transition,25.0,bearish_proxy,21.82,38.61,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1830,DIOD,DIODES INC,NASDAQ+RUSSELL2000,Information Technology,23.07,15.0,bearish_transition,25.0,bearish_proxy,21.76,38.6,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1831,PPIH,PERMA PIPE INTERNATIONAL HOLDINGS,NASDAQ+RUSSELL2000,Industrials,23.07,15.0,bearish_transition,25.0,bearish_proxy,21.76,38.6,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1832,NG,NOVAGOLD RESOURCES INC,RUSSELL2000,Materials,23.04,18.0,bearish_transition,25.0,bearish_proxy,18.93,38.04,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1833,WLDN,WILLDAN GROUP INC,NASDAQ+RUSSELL2000,Industrials,22.91,15.0,bearish_transition,25.0,bearish_proxy,21.28,38.51,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1834,AMSC,AMERICAN SUPERCONDUCTOR CORP,NASDAQ+RUSSELL2000,Industrials,22.77,15.0,bearish_transition,25.0,bearish_proxy,20.87,38.42,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1835,ASST,STRIVE INC CLASS A,NASDAQ+RUSSELL2000,Health Care,22.65,15.0,bearish_transition,25.0,bearish_proxy,20.04,39.26,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1836,PPTA,PERPETUA RESOURCES CORP,NASDAQ+RUSSELL2000,Materials,22.57,15.0,bearish_transition,25.0,bearish_proxy,20.26,38.3,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1837,LZM,LIFEZONE METALS LTD,RUSSELL2000,Materials,22.57,15.0,bearish_transition,25.0,bearish_proxy,20.26,38.3,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1838,SBMT,SILVER BOW MINING CORP,RUSSELL2000,Materials,22.55,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,5.8,35.41,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1839,SPIR,SPIRE GLOBAL INC CLASS A,RUSSELL2000,Industrials,22.32,15.0,bearish_transition,20.0,fresh_bearish_cross_proxy,23.27,38.9,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1840,ABAT,AMERICAN BATTERY TECHNOLOGY COMPAN,NASDAQ+RUSSELL2000,Materials,22.29,15.0,bearish_transition,25.0,bearish_proxy,19.4,38.13,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1841,FEIM,FREQUENCY ELECTRONICS INC,NASDAQ+RUSSELL2000,Information Technology,22.29,15.0,bearish_transition,25.0,bearish_proxy,19.41,38.13,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1842,CNTX,CONTEXT THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,22.24,15.0,bearish_transition,49.8,bullish_below_zero_proxy,0.0,35.25,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1843,RDNW,RIDENOW GROUP INC CLASS B,NASDAQ+RUSSELL2000,Consumer Discretionary,22.24,15.0,bearish_transition,25.0,bearish_proxy,19.24,38.1,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1844,TSSI,TSS INC,NASDAQ+RUSSELL2000,Information Technology,22.24,15.0,bearish_transition,25.0,bearish_proxy,19.26,38.1,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1845,KEEL,KEEL INFRASTRUCTURE CORP,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,22.21,15.0,bearish_transition,25.0,bearish_proxy,19.15,38.08,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1846,LFCR,LIFECORE BIOMEDICAL INC,NASDAQ+RUSSELL2000,Health Care,22.21,15.0,bearish_transition,25.0,bearish_proxy,18.72,38.99,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1847,ADTN,ADTRAN HOLDINGS INC,NASDAQ+RUSSELL2000,Information Technology,22.18,15.0,bearish_transition,25.0,bearish_proxy,19.07,38.06,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1848,AMR,ALPHA METALLURGICAL RESOURCE INC,RUSSELL2000,Materials,22.18,15.0,bearish_transition,25.0,bearish_proxy,19.08,38.07,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1849,TROX,TRONOX HOLDINGS PLC,RUSSELL2000,Materials,22.14,15.0,bearish_transition,25.0,bearish_proxy,18.95,38.04,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1850,FLY,FIREFLY AEROSPACE INC,NASDAQ+NASDAQ500+RUSSELL2000,Industrials,22.09,15.0,bearish_transition,49.8,bullish_below_zero_proxy,0.0,34.25,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1851,VERI,VERITONE INC,NASDAQ+RUSSELL2000,Information Technology,22.09,15.0,bearish_transition,49.8,bullish_below_zero_proxy,0.0,34.25,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1852,DAN,DANA INCORPORATED INC,RUSSELL2000,Consumer Discretionary,21.98,15.0,bearish_transition,25.0,bearish_proxy,18.45,37.94,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1853,LTRX,LANTRONIX INC,NASDAQ+RUSSELL2000,Information Technology,21.96,15.0,bearish_transition,25.0,bearish_proxy,18.41,37.93,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1854,TCX,TUCOWS INC,NASDAQ+RUSSELL2000,Information Technology,21.85,15.0,bearish_transition,25.0,bearish_proxy,18.05,37.86,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1855,AOSL,ALPHA AND OMEGA SEMICONDUCTOR LTD,NASDAQ+RUSSELL2000,Information Technology,21.82,15.0,bearish_transition,25.0,bearish_proxy,17.97,37.84,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
