early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
95,DTE,DTE Energy,SPX,Utilities,59.96,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,53.41,45.93,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
96,PODD,Insulet Corporation,NASDAQ+NASDAQ200+NASDAQ500+SPX,Health Care,59.95,82.0,early_transition,49.8,bullish_below_zero_proxy,51.77,49.1,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
97,O,Realty Income,SPX,Real Estate,59.95,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,53.84,45.02,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
98,CL,Colgate-Palmolive,SPX,Consumer Staples,59.91,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,53.24,45.9,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
99,ATO,Atmos Energy,SPX,Utilities,59.76,82.0,early_transition,49.8,bullish_below_zero_proxy,52.8,45.81,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
100,OMC,Omnicom Group,SPX,Communication Services,59.73,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,53.16,44.88,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
101,NTRS,Northern Trust,NASDAQ+NASDAQ500+SPX,Financials,59.7,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,53.07,44.86,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
102,WFC,Wells Fargo,SPX,Financials,59.69,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,53.04,44.86,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
103,EIX,Edison International,SPX,Utilities,59.67,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,52.53,45.76,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
104,VRSK,Verisk Analytics,NASDAQ+NASDAQ500+SPX,Industrials,59.61,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,52.78,44.81,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
105,ESS,Essex Property Trust,SPX,Real Estate,59.59,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,52.74,44.8,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
106,MPC,Marathon Petroleum,SPX,Energy,59.58,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,52.71,44.79,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
107,J,Jacobs Solutions,SPX,Industrials,59.55,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,52.61,44.77,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
108,NEE,NextEra Energy,SPX,Utilities,59.54,82.0,early_transition,49.8,bullish_below_zero_proxy,52.12,45.67,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
109,WRB,W. R. Berkley Corporation,SPX,Financials,59.54,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,52.59,44.77,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
110,FE,FirstEnergy,SPX,Utilities,59.53,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,52.11,45.67,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
111,ETR,Entergy,SPX,Utilities,59.44,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,51.83,45.62,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
112,CSX,CSX Corporation,NASDAQ+NASDAQ200+NASDAQ500+SPX,Industrials,59.4,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,52.15,44.68,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
113,SRE,Sempra,SPX,Utilities,59.34,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,51.53,45.56,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
114,WEC,WEC Energy Group,SPX,Utilities,59.32,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,51.47,45.54,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
115,UNP,Union Pacific Corporation,SPX,Industrials,59.24,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,51.69,44.59,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
116,REG,Regency Centers,NASDAQ+NASDAQ500+SPX,Real Estate,59.17,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,51.46,44.54,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
117,CDW,CDW Corporation,NASDAQ+NASDAQ200+NASDAQ500+SPX,Information Technology,59.11,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,51.29,44.51,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
118,GDDY,GoDaddy,SPX,Information Technology,58.99,82.0,early_transition,49.8,bullish_below_zero_proxy,50.9,44.43,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
119,EXPD,Expeditors International,SPX,Industrials,58.96,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,50.81,44.41,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
120,FDS,FactSet,SPX,Financials,58.94,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,50.77,44.4,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
121,OTIS,Otis Worldwide,SPX,Industrials,58.87,82.0,early_transition,49.8,bullish_below_zero_proxy,50.54,44.36,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
122,MSI,Motorola Solutions,SPX,Information Technology,58.85,82.0,early_transition,49.8,bullish_below_zero_proxy,48.91,47.53,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
123,CHRW,C.H. Robinson,NASDAQ+NASDAQ200+NASDAQ500+SPX,Industrials,58.82,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,50.41,44.33,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
124,NSC,Norfolk Southern,SPX,Industrials,58.8,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,50.33,44.32,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
125,EA,Electronic Arts,NASDAQ+NASDAQ200+NASDAQ500+SPX,Communication Services,58.75,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,50.18,44.29,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
126,GRMN,Garmin,SPX,Consumer Discretionary,58.74,82.0,early_transition,49.8,bullish_below_zero_proxy,50.16,44.28,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
127,IBM,IBM,SPX,Information Technology,58.65,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,49.9,44.23,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
128,FIS,Fidelity National Information Services,SPX,Financials,58.64,82.0,early_transition,49.8,bullish_below_zero_proxy,49.86,44.22,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
129,AFL,Aflac,SPX,Financials,58.59,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,49.7,44.19,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
130,EBAY,eBay Inc.,NASDAQ+NASDAQ200+NASDAQ500+SPX,Consumer Discretionary,58.57,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,49.64,44.18,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
131,TYL,Tyler Technologies,SPX,Information Technology,58.57,82.0,early_transition,49.8,bullish_below_zero_proxy,49.64,44.18,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
132,BMY,Bristol Myers Squibb,SPX,Health Care,58.51,82.0,early_transition,49.8,bullish_below_zero_proxy,49.01,45.05,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
133,AAPL,Apple Inc.,NASDAQ+NASDAQ200+NASDAQ500+SPX,Information Technology,58.48,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,49.38,44.13,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
134,UPS,United Parcel Service,SPX,Industrials,58.46,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,49.32,44.11,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
135,LMT,Lockheed Martin,SPX,Industrials,58.44,82.0,early_transition,49.8,bullish_below_zero_proxy,49.26,44.1,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
136,UDR,"UDR, Inc.",SPX,Real Estate,58.42,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,49.19,44.09,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
137,MO,Altria,SPX,Consumer Staples,58.41,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,48.72,44.99,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
138,EQR,Equity Residential,SPX,Real Estate,58.38,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,49.07,44.06,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
139,STE,Steris,SPX,Health Care,58.37,82.0,early_transition,49.8,bullish_below_zero_proxy,47.0,48.15,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
140,AVB,AvalonBay Communities,SPX,Real Estate,58.15,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,48.38,43.93,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
141,TXT,Textron,SPX,Industrials,58.15,82.0,early_transition,49.8,bullish_below_zero_proxy,48.38,43.93,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
142,PCG,PG&E Corporation,SPX,Utilities,57.95,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,47.32,44.71,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
143,CPAY,Corpay,SPX,Financials,57.91,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,47.64,43.78,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
144,PNR,Pentair,SPX,Industrials,57.78,82.0,early_transition,49.8,bullish_below_zero_proxy,47.24,43.7,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
145,EFX,Equifax,SPX,Industrials,57.73,82.0,early_transition,49.8,bullish_below_zero_proxy,47.08,43.67,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
146,CNC,Centene Corporation,SPX,Health Care,57.72,72.0,confirmed_bullish_trend,86.55,fresh_above_zero_cross_proxy,59.2,47.09,10.34,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
147,GEN,Gen Digital,NASDAQ+NASDAQ200+NASDAQ500+SPX,Information Technology,57.31,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,45.82,43.41,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
148,WDAY,"Workday, Inc.",NASDAQ+NASDAQ200+NASDAQ500+SPX,Information Technology,56.42,82.0,early_transition,49.8,bullish_below_zero_proxy,43.13,42.88,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
149,GPC,Genuine Parts Company,SPX,Consumer Discretionary,56.24,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,86.12,51.47,13.8,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
150,OKE,Oneok,SPX,Energy,55.97,72.0,confirmed_bullish_trend,49.8,bullish_below_zero_proxy,50.84,44.42,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
151,NOW,ServiceNow,SPX,Information Technology,55.66,82.0,early_transition,49.8,bullish_below_zero_proxy,40.84,42.42,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
152,PSX,Phillips 66,SPX,Energy,55.21,72.0,confirmed_bullish_trend,49.8,bullish_below_zero_proxy,48.54,43.96,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
153,PANW,Palo Alto Networks,NASDAQ+NASDAQ200+NASDAQ500+SPX,Information Technology,54.75,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,71.71,48.59,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
154,NWSA,News Corp (Class A),NASDAQ+NASDAQ200+NASDAQ500+SPX,Communication Services,54.67,72.0,confirmed_bullish_trend,49.8,bullish_below_zero_proxy,46.9,43.63,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
155,CRL,Charles River Laboratories,SPX,Health Care,54.49,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,75.76,50.4,12.29,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
156,DG,Dollar General,SPX,Consumer Staples,54.36,82.0,early_transition,20.0,fresh_bearish_cross_proxy,59.0,47.05,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
157,MSCI,MSCI Inc.,SPX,Financials,54.02,72.0,confirmed_bullish_trend,49.8,bullish_below_zero_proxy,44.96,43.24,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
158,TECH,Bio-Techne,NASDAQ+NASDAQ500+SPX,Health Care,53.95,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,96.65,54.58,19.72,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 4.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
159,IBKR,Interactive Brokers,NASDAQ+NASDAQ500+SPX,Financials,53.89,72.0,confirmed_bullish_trend,25.0,bearish_proxy,63.34,46.92,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
160,HWM,Howmet Aerospace,SPX,Industrials,53.38,72.0,confirmed_bullish_trend,25.0,bearish_proxy,61.81,46.61,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
161,APP,AppLovin,NASDAQ+NASDAQ200+NASDAQ500+SPX,Information Technology,53.1,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,33.08,40.87,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
162,AXON,Axon Enterprise,NASDAQ+NASDAQ200+NASDAQ500+SPX,Industrials,52.74,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,81.85,50.62,15.89,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
163,IFF,International Flavors & Fragrances,SPX,Materials,52.54,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,65.01,47.25,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
164,MLM,Martin Marietta Materials,SPX,Materials,52.54,82.0,early_transition,25.0,bearish_proxy,50.16,44.28,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
165,KMB,Kimberly-Clark,NASDAQ+NASDAQ200+NASDAQ500+SPX,Consumer Staples,52.51,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,63.76,48.0,10.31,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
166,CVS,CVS Health,SPX,Health Care,52.51,72.0,confirmed_bullish_trend,25.0,bearish_proxy,58.71,46.99,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
167,BBY,Best Buy,SPX,Consumer Discretionary,52.31,72.0,confirmed_bullish_trend,25.0,bearish_proxy,58.54,45.96,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
168,COR,Cencora,SPX,Health Care,52.2,82.0,early_transition,59.55,bullish_above_signal_proxy,62.82,47.81,13.3,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,EMA extension 2.8 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
169,CMG,Chipotle Mexican Grill,SPX,Consumer Discretionary,52.13,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,63.75,47.0,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
170,BALL,Ball Corporation,SPX,Materials,52.08,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,63.62,46.97,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
171,RVTY,Revvity,SPX,Health Care,51.99,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,61.29,51.01,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
172,CINF,Cincinnati Financial,NASDAQ+NASDAQ500+SPX,Financials,51.94,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,63.17,46.88,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
173,WST,West Pharmaceutical Services,SPX,Health Care,51.92,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,62.68,47.79,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
174,CAH,Cardinal Health,SPX,Health Care,51.83,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,69.15,49.08,12.77,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
175,TGT,Target Corporation,SPX,Consumer Staples,51.77,72.0,confirmed_bullish_trend,25.0,bearish_proxy,56.45,46.54,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
176,FTNT,Fortinet,NASDAQ+NASDAQ200+NASDAQ500+SPX,Information Technology,51.63,72.0,confirmed_bullish_trend,25.0,bearish_proxy,56.48,45.55,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
177,EXPE,Expedia Group,NASDAQ+NASDAQ200+NASDAQ500+SPX,Consumer Discretionary,51.58,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,62.08,46.67,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
178,VRTX,Vertex Pharmaceuticals,NASDAQ+NASDAQ200+NASDAQ500+SPX,Health Care,51.47,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,69.37,49.12,13.19,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.8 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
179,XYZ,"Block, Inc.",SPX,Financials,51.44,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,61.67,46.58,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
180,IQV,IQVIA,SPX,Health Care,51.35,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,62.39,47.73,11.02,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
181,SYY,Sysco,SPX,Consumer Staples,51.3,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,60.07,47.26,10.3,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
182,INCY,Incyte,NASDAQ+NASDAQ200+NASDAQ500+SPX,Health Care,51.27,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,66.46,48.54,12.44,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
183,YUM,Yum! Brands,SPX,Consumer Discretionary,51.27,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,59.8,46.21,10.09,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
184,ERIE,Erie Indemnity,NASDAQ+SPX,Financials,51.25,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,64.35,47.12,11.61,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
185,HSIC,Henry Schein,NASDAQ+NASDAQ500+SPX,Health Care,51.23,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,60.69,47.39,10.57,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
186,CFG,Citizens Financial Group,SPX,Financials,51.21,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,60.97,46.44,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
187,DVA,DaVita,SPX,Health Care,51.21,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,74.75,50.2,15.23,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
