early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
1,LILA,LIBERTY LATIN AMERICA LTD CLASS A,NASDAQ+RUSSELL2000,Communication,80.59,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,100.0,54.25,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1459,HELE,HELEN OF TROY LTD,NASDAQ+RUSSELL2000,Consumer Discretionary,38.35,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,53.68,44.99,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1460,DJT,TRUMP MEDIA TECHNOLOGY GROUP CORP,NASDAQ+RUSSELL2000,Communication,38.34,15.0,bearish_transition,49.8,bullish_below_zero_proxy,49.25,44.1,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1461,ARI,APOLLO COMMERCIAL REAL ESTATE FINA,RUSSELL2000,Financials,38.32,15.0,bearish_transition,25.0,bearish_proxy,67.98,47.85,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1462,CHRS,COHERUS ONCOLOGY INC,NASDAQ+RUSSELL2000,Health Care,38.31,15.0,bearish_transition,49.8,bullish_below_zero_proxy,48.71,44.99,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1463,VNDA,VANDA PHARMACEUTICALS INC,NASDAQ+RUSSELL2000,Health Care,38.31,15.0,bearish_transition,49.8,bullish_below_zero_proxy,48.71,44.99,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1464,CNDT,CONDUENT INC,NASDAQ+RUSSELL2000,Industrials,38.27,35.0,mixed_sideways,49.8,bullish_below_zero_proxy,30.86,40.42,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1465,CNTN,CANTON STRATEGIC HOLDINGS INC,NASDAQ+RUSSELL2000,Health Care,38.24,15.0,bearish_transition,25.0,bearish_proxy,67.27,48.7,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1466,SPOK,SPOK HOLDINGS INC,NASDAQ+RUSSELL2000,Communication,38.24,15.0,bearish_transition,49.8,bullish_below_zero_proxy,48.94,44.04,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1467,FUN,SIX FLAGS ENTERTAINMENT CORP,RUSSELL2000,Consumer Discretionary,38.22,35.0,mixed_sideways,25.0,bearish_proxy,49.49,44.15,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1468,UPWK,UPWORK INC,NASDAQ+RUSSELL2000,Industrials,38.21,15.0,bearish_transition,49.8,bullish_below_zero_proxy,48.85,44.02,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1469,TCX,TUCOWS INC,NASDAQ+RUSSELL2000,Information Technology,38.15,15.0,bearish_transition,49.8,bullish_below_zero_proxy,48.68,43.99,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1470,WSR,WHITESTONE REIT,RUSSELL2000,Real Estate,38.15,35.0,mixed_sideways,25.0,bearish_proxy,49.29,44.11,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1471,MC,MOELIS CLASS A,RUSSELL2000,Financials,38.08,35.0,mixed_sideways,25.0,bearish_proxy,49.08,44.07,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1472,ACLS,AXCELIS TECHNOLOGIES INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,38.06,35.0,mixed_sideways,25.0,bearish_proxy,49.0,44.05,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1473,ROG,ROGERS CORP,RUSSELL2000,Information Technology,38.06,35.0,mixed_sideways,25.0,bearish_proxy,49.01,44.05,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1474,IMAX,IMAX CORP,RUSSELL2000,Communication,38.03,35.0,mixed_sideways,25.0,bearish_proxy,48.91,44.03,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1475,ESPR,ESPERION THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,38.0,72.0,confirmed_bullish_trend,22.75,bearish_proxy,47.05,44.66,10.1,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,EMA extension 2.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1476,HTLD,HEARTLAND EXPRESS INC,NASDAQ+RUSSELL2000,Industrials,37.98,35.0,mixed_sideways,25.0,bearish_proxy,48.76,44.0,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1477,PAGS,PAGSEGURO DIGITAL LTD CLASS A,RUSSELL2000,Financials,37.98,15.0,bearish_transition,49.8,bullish_below_zero_proxy,48.15,43.88,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1478,LXEO,LEXEO THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,37.97,15.0,bearish_transition,49.8,bullish_below_zero_proxy,47.68,44.79,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1479,TARA,PROTARA THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,37.93,15.0,bearish_transition,49.8,bullish_below_zero_proxy,47.55,44.76,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1480,IDN,INTELLICHECK INC,NASDAQ+RUSSELL2000,Information Technology,37.9,15.0,bearish_transition,49.8,bullish_below_zero_proxy,47.91,43.83,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1481,PLUS,EPLUS,NASDAQ+RUSSELL2000,Information Technology,37.87,15.0,bearish_transition,49.8,bullish_below_zero_proxy,47.84,43.82,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1482,CMTG,CLAROS MORTGAGE TRUST INC,RUSSELL2000,Financials,37.85,35.0,mixed_sideways,25.0,bearish_proxy,48.37,43.92,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1483,DSGR,DISTRIBUTION SOLUTIONS GROUP INC,NASDAQ+RUSSELL2000,Industrials,37.83,35.0,mixed_sideways,25.0,bearish_proxy,48.3,43.91,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1484,CVRX,CVRX INC,NASDAQ+RUSSELL2000,Health Care,37.79,15.0,bearish_transition,49.8,bullish_below_zero_proxy,47.13,44.68,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1485,BBUC,BROOKFIELD BUSINESS CORP CLASS A,RUSSELL2000,Industrials,37.74,15.0,bearish_transition,25.0,bearish_proxy,66.21,47.49,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1486,FPI,FARMLAND PARTNERS INC,RUSSELL2000,Real Estate,37.7,15.0,bearish_transition,49.8,bullish_below_zero_proxy,47.31,43.71,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1487,OPTX,SYNTEC OPTICS HOLDINGS INC CLASS A,NASDAQ+RUSSELL2000,Information Technology,37.66,72.0,confirmed_bullish_trend,25.0,bearish_proxy,14.16,37.08,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1488,OSS,ONE STOP SYSTEMS INC,NASDAQ+RUSSELL2000,Information Technology,37.63,72.0,confirmed_bullish_trend,25.0,bearish_proxy,14.08,37.07,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1489,MITT,TPG MORTGAGE INVESTMENT TRUST INC,RUSSELL2000,Financials,37.58,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,51.34,44.52,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1490,STNE,STONECO LTD CLASS A,NASDAQ+RUSSELL2000,Financials,37.57,15.0,bearish_transition,49.8,bullish_below_zero_proxy,46.92,43.63,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1491,VRRM,VERRA MOBILITY CORP CLASS A,NASDAQ+RUSSELL2000,Industrials,37.55,15.0,bearish_transition,49.8,bullish_below_zero_proxy,46.87,43.62,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1492,SAH,SONIC AUTOMOTIVE INC CLASS A,RUSSELL2000,Consumer Discretionary,37.55,35.0,mixed_sideways,25.0,bearish_proxy,47.47,43.74,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1493,HLLY,HOLLEY INC,RUSSELL2000,Consumer Discretionary,37.54,15.0,bearish_transition,49.8,bullish_below_zero_proxy,46.82,43.61,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1494,CSR,CENTERSPACE,RUSSELL2000,Real Estate,37.53,15.0,bearish_transition,49.8,bullish_below_zero_proxy,46.78,43.61,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1495,CIM,CHIMERA INVESTMENT CORP,RUSSELL2000,Financials,37.52,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,51.17,44.48,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1496,VISN,VISTANCE NETWORKS INC,NASDAQ+RUSSELL2000,Information Technology,37.51,15.0,bearish_transition,49.8,bullish_below_zero_proxy,46.74,43.6,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1497,CRBU,CARIBOU BIOSCIENCES INC,NASDAQ+RUSSELL2000,Health Care,37.5,35.0,mixed_sideways,49.8,bullish_below_zero_proxy,28.06,40.86,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1498,III,INFORMATION SERVICES GROUP INC,NASDAQ+RUSSELL2000,Information Technology,37.5,15.0,bearish_transition,49.8,bullish_below_zero_proxy,46.72,43.59,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1499,STAA,STAAR SURGICAL,NASDAQ+RUSSELL2000,Health Care,37.49,35.0,mixed_sideways,25.0,bearish_proxy,46.84,44.62,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1500,CPRX,CATALYST PHARMACEUTICALS INC,NASDAQ+RUSSELL2000,Health Care,37.48,72.0,confirmed_bullish_trend,22.75,bearish_proxy,50.52,45.35,11.76,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1501,RXT,RACKSPACE TECHNOLOGY INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,37.4,35.0,mixed_sideways,25.0,bearish_proxy,47.0,43.65,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1502,WBTN,WEBTOON ENTERTAINMENT INC,NASDAQ+RUSSELL2000,Communication,37.4,15.0,bearish_transition,49.8,bullish_below_zero_proxy,46.41,43.53,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1503,NUS,NU SKIN ENTERPRISES INC CLASS A,RUSSELL2000,Consumer Staples,37.4,15.0,bearish_transition,49.8,bullish_below_zero_proxy,45.94,44.44,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1504,YSWY,YESWAY INC CLASS A,NASDAQ+RUSSELL2000,Consumer Staples,37.38,15.0,bearish_transition,49.8,bullish_below_zero_proxy,45.9,44.43,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1505,KALU,KAISER ALUMINIUM CORP,NASDAQ+RUSSELL2000,Materials,37.36,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,50.68,44.39,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1506,GLNG,GOLAR LNG LTD,NASDAQ+RUSSELL2000,Energy,37.3,15.0,bearish_transition,49.8,bullish_below_zero_proxy,46.1,43.47,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1507,RNGR,RANGER ENERGY SERVICES INC CLASS A,RUSSELL2000,Energy,37.3,15.0,bearish_transition,49.8,bullish_below_zero_proxy,46.11,43.47,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1508,RCAT,RED CAT HOLDINGS INC,NASDAQ+NASDAQ500+RUSSELL2000,Industrials,37.29,35.0,mixed_sideways,71.8,fresh_below_zero_cross_proxy,11.21,36.49,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1509,FG,F&G ANNUITIES AND LIFE INC,RUSSELL2000,Financials,37.22,35.0,mixed_sideways,25.0,bearish_proxy,46.45,43.54,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1510,TWO,TWO HARBORS INVESTMENT CORP,RUSSELL2000,Financials,37.19,35.0,mixed_sideways,25.0,bearish_proxy,46.38,43.53,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1511,MTRX,MATRIX SERVICE,NASDAQ+RUSSELL2000,Industrials,37.16,35.0,mixed_sideways,25.0,bearish_proxy,46.27,43.5,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1512,VPG,VISHAY PRECISION GROUP INC,RUSSELL2000,Information Technology,37.16,35.0,mixed_sideways,25.0,bearish_proxy,46.28,43.51,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1513,EMBC,EMBECTA CORP,NASDAQ+RUSSELL2000,Health Care,37.15,15.0,bearish_transition,49.8,bullish_below_zero_proxy,45.18,44.29,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1514,BCBP,BCB BANCORP INC,NASDAQ+RUSSELL2000,Financials,37.13,35.0,mixed_sideways,25.0,bearish_proxy,46.19,43.49,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1515,CTS,CTS CORP,RUSSELL2000,Information Technology,37.13,35.0,mixed_sideways,25.0,bearish_proxy,46.19,43.49,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1516,CURV,TORRID HOLDINGS INC,RUSSELL2000,Consumer Discretionary,37.13,35.0,mixed_sideways,25.0,bearish_proxy,46.19,43.49,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1517,LAND,GLADSTONE LAND REIT CORP,NASDAQ+RUSSELL2000,Real Estate,37.09,15.0,bearish_transition,49.8,bullish_below_zero_proxy,45.46,43.34,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1518,LXU,LSB INDUSTRIES INC,RUSSELL2000,Materials,37.06,15.0,bearish_transition,71.8,fresh_below_zero_cross_proxy,28.7,39.99,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1519,ABR,ARBOR REALTY TRUST REIT INC,RUSSELL2000,Financials,37.05,15.0,bearish_transition,49.8,bullish_below_zero_proxy,45.33,43.32,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1520,EPSN,EPSILON ENERGY LTD,NASDAQ+RUSSELL2000,Energy,37.04,15.0,bearish_transition,49.8,bullish_below_zero_proxy,45.32,43.31,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1521,NAGE,NIAGEN BIOSCIENCE INC,NASDAQ+RUSSELL2000,Consumer Staples,37.04,15.0,bearish_transition,49.8,bullish_below_zero_proxy,44.86,44.22,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1522,IDR,IDAHO STRATEGIC RESOURCES INC,RUSSELL2000,Materials,37.04,15.0,bearish_transition,71.8,fresh_below_zero_cross_proxy,28.65,39.98,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1523,VGNT,VERSIGENT PLC,RUSSELL2000,Consumer Discretionary,37.04,35.0,mixed_sideways,25.0,bearish_proxy,45.93,43.44,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1524,VATE,INNOVATE CORP,RUSSELL2000,Industrials,36.97,35.0,mixed_sideways,25.0,bearish_proxy,45.69,43.39,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1525,HASI,HA SUSTAINABLE INFRASTRUCTURE CAPI,RUSSELL2000,Financials,36.94,15.0,bearish_transition,49.8,bullish_below_zero_proxy,44.99,43.25,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1526,DBD,DIEBOLD NIXDORF INC,RUSSELL2000,Information Technology,36.93,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,49.38,44.13,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1527,BL,BLACKLINE INC,NASDAQ+RUSSELL2000,Information Technology,36.88,15.0,bearish_transition,49.8,bullish_below_zero_proxy,44.83,43.22,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1528,CVI,CVR ENERGY INC,RUSSELL2000,Energy,36.85,15.0,bearish_transition,71.8,fresh_below_zero_cross_proxy,28.06,39.86,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1529,BHR,BRAEMAR HOTELS RESORTS INC,RUSSELL2000,Real Estate,36.84,15.0,bearish_transition,49.8,bullish_below_zero_proxy,44.7,43.19,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1530,GCT,GIGACLOUD TECHNOLOGY INC CLASS A,NASDAQ+RUSSELL2000,Consumer Discretionary,36.8,15.0,bearish_transition,49.8,bullish_below_zero_proxy,44.6,43.17,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1531,SHAK,SHAKE SHACK INC CLASS A,RUSSELL2000,Consumer Discretionary,36.8,15.0,bearish_transition,49.8,bullish_below_zero_proxy,44.59,43.17,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1532,ATNI,ATN INTERNATIONAL INC,NASDAQ+RUSSELL2000,Communication,36.79,15.0,bearish_transition,49.8,bullish_below_zero_proxy,44.55,43.16,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1533,WT,WISDOMTREE INC,RUSSELL2000,Financials,36.75,35.0,mixed_sideways,25.0,bearish_proxy,45.03,43.26,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1534,INR,INFINITY NATURAL RESOURCES INC CLA,RUSSELL2000,Energy,36.73,15.0,bearish_transition,49.8,bullish_below_zero_proxy,44.38,43.13,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1535,PNRG,PRIMEENERGY RESOURCES CORP,NASDAQ+RUSSELL2000,Energy,36.64,15.0,bearish_transition,49.8,bullish_below_zero_proxy,44.1,43.07,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1536,CALX,CALIX NETWORKS INC,RUSSELL2000,Information Technology,36.59,15.0,bearish_transition,49.8,bullish_below_zero_proxy,43.96,43.04,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1537,HCKT,HACKETT GROUP INC,NASDAQ+RUSSELL2000,Information Technology,36.58,15.0,bearish_transition,49.8,bullish_below_zero_proxy,43.92,43.03,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1538,SPIR,SPIRE GLOBAL INC CLASS A,RUSSELL2000,Industrials,36.57,35.0,mixed_sideways,49.8,bullish_below_zero_proxy,25.71,39.39,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1539,BGC,BGC GROUP INC CLASS A,NASDAQ+RUSSELL2000,Financials,36.48,15.0,bearish_transition,25.0,bearish_proxy,62.41,46.73,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1540,CLW,CLEARWATER PAPER CORP,RUSSELL2000,Materials,36.47,35.0,mixed_sideways,25.0,bearish_proxy,44.2,43.09,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1541,TNDM,TANDEM DIABETES CARE INC,NASDAQ+RUSSELL2000,Health Care,36.42,15.0,bearish_transition,71.8,fresh_below_zero_cross_proxy,26.31,40.51,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1542,ACR,ACRES COMMERCIAL REALTY CORP,RUSSELL2000,Financials,36.39,15.0,bearish_transition,49.8,bullish_below_zero_proxy,43.34,42.92,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1543,VSXY,VICTORIA S SECRET,RUSSELL2000,Consumer Discretionary,36.35,35.0,mixed_sideways,25.0,bearish_proxy,43.81,43.01,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1544,GBTG,GLOBAL BUSINESS TRAVEL GROUP INC A,RUSSELL2000,Consumer Discretionary,36.34,72.0,confirmed_bullish_trend,22.75,bearish_proxy,46.98,43.65,11.59,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1545,PACK,RANPAK HOLDINGS CORP CLASS A,RUSSELL2000,Materials,36.22,35.0,mixed_sideways,25.0,bearish_proxy,43.43,42.94,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1546,IMXI,INTERNATIONAL MONEY EXPRESS INC,NASDAQ+RUSSELL2000,Financials,36.2,15.0,bearish_transition,49.8,bullish_below_zero_proxy,42.78,42.81,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1547,RAMP,LIVERAMP HOLDINGS INC,RUSSELL2000,Information Technology,36.15,72.0,confirmed_bullish_trend,22.75,bearish_proxy,46.72,43.59,11.69,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1548,HZO,MARINEMAX INC,RUSSELL2000,Consumer Discretionary,36.14,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,46.99,43.65,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
