early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
607,NPCE,NEUROPACE INC,NASDAQ+RUSSELL2000,Health Care,59.12,72.0,confirmed_bullish_trend,49.8,bullish_below_zero_proxy,59.96,47.24,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
608,FOA,FINANCE OF AMERICA COMPANIES INC C,RUSSELL2000,Financials,59.12,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,94.82,53.21,13.79,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.9 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
609,ALEC,ALECTOR INC,NASDAQ+RUSSELL2000,Health Care,59.1,82.0,early_transition,49.8,bullish_below_zero_proxy,50.79,45.41,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
610,BH,BIGLARI HOLDINGS INCINARY CLASS B,RUSSELL2000,Consumer Discretionary,59.1,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,54.25,15.52,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
611,BJRI,BJS RESTAURANTS INC,NASDAQ+RUSSELL2000,Consumer Discretionary,59.06,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,91.63,52.58,12.8,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
612,DFTX,DEFINIUM THERAPEUTICS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,59.06,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,55.25,15.71,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
613,TENX,TENAX THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,59.02,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,55.25,15.75,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
614,BKV,BKV CORP,RUSSELL2000,Energy,59.01,82.0,early_transition,49.8,bullish_below_zero_proxy,50.97,44.44,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
615,UNF,UNIFIRST CORP,RUSSELL2000,Industrials,59.0,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,50.95,44.44,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
616,OVID,OVID THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,58.96,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,50.37,45.32,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
617,SKWD,SKYWARD SPECIALTY INSURANCE GROUP,NASDAQ+RUSSELL2000,Financials,58.94,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,54.25,15.68,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
618,STRO,SUTRO BIOPHARMA INC,NASDAQ+RUSSELL2000,Health Care,58.93,72.0,confirmed_bullish_trend,49.8,bullish_below_zero_proxy,59.38,47.13,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
619,MNPR,MONOPAR THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,58.9,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,55.25,15.88,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
620,AGIO,AGIOS PHARMACEUTICALS INC,NASDAQ+RUSSELL2000,Health Care,58.78,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,90.04,53.26,12.71,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
621,GRPN,GROUPON INC,NASDAQ+RUSSELL2000,Consumer Discretionary,58.76,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,54.25,15.86,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
622,NOVT,NOVANTA INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,58.74,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,50.17,44.28,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
623,GKOS,GLAUKOS CORP,RUSSELL2000,Health Care,58.74,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,86.74,52.6,11.66,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
624,TWST,TWIST BIOSCIENCE CORP,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,58.72,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,87.2,52.69,11.83,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
625,MRX,MAREX GROUP LTD,NASDAQ+RUSSELL2000,Financials,58.69,72.0,confirmed_bullish_trend,25.0,bearish_proxy,77.9,49.83,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
626,APPN,APPIAN CORP CLASS A,NASDAQ+RUSSELL2000,Information Technology,58.63,82.0,early_transition,49.8,bullish_below_zero_proxy,49.83,44.22,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
627,ASTH,ASTRANA HEALTH INC,NASDAQ+RUSSELL2000,Health Care,58.61,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,90.19,53.29,12.92,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
628,ITIC,INVESTORS TITLE,NASDAQ+RUSSELL2000,Financials,58.61,75.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,91.14,52.48,13.99,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
629,NUTX,NUTEX HEALTH INC,NASDAQ+RUSSELL2000,Health Care,58.61,75.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,55.25,17.06,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.8 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
630,CNNE,CANNAE HOLDINGS INC,RUSSELL2000,Financials,58.57,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,49.65,44.18,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
631,TOI,ONCOLOGY INSTITUTE INC,NASDAQ+RUSSELL2000,Health Care,58.56,72.0,confirmed_bullish_trend,25.0,bearish_proxy,77.04,50.66,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
632,CRNX,CRINETICS PHARMACEUTICALS INC,NASDAQ+RUSSELL2000,Health Care,58.54,82.0,early_transition,59.55,bullish_above_signal_proxy,83.13,51.88,13.67,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,EMA extension 2.9 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
633,KPTI,KARYOPHARM THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,58.49,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,48.96,45.04,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
634,DCTH,DELCATH SYS INC,NASDAQ+RUSSELL2000,Health Care,58.42,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,86.31,52.51,11.83,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
635,ULCC,FRONTIER GROUP HOLDINGS INC,NASDAQ+RUSSELL2000,Industrials,58.42,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,82.83,50.82,10.53,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
636,WLFC,WILLIS LEASE FINANCE CORP,NASDAQ+RUSSELL2000,Industrials,58.42,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,99.72,54.19,16.11,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
637,KAI,KADANT INC,RUSSELL2000,Industrials,58.39,82.0,early_transition,49.8,bullish_below_zero_proxy,49.1,44.07,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
638,CGON,CG ONCOLOGY INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,58.35,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,82.15,51.68,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
639,AIR,AAR CORP,RUSSELL2000,Industrials,58.35,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,85.9,51.43,11.63,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
640,HIMS,HIMS HERS HEALTH INC CLASS A,RUSSELL2000,Health Care,58.32,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,86.46,52.54,11.99,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
641,RSI,RUSH STREET INTERACTIVE INC CLASS,RUSSELL2000,Consumer Discretionary,58.31,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,82.35,50.72,10.5,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
642,KNSA,KINIKSA PHARMACEUTICALS INTERNATIO,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,58.3,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,88.87,53.02,12.81,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
643,ALLO,ALLOGENE THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,58.29,82.0,early_transition,49.8,bullish_below_zero_proxy,48.35,44.92,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
644,PNTG,PENNANT GROUP INC,NASDAQ+RUSSELL2000,Health Care,58.28,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,92.54,53.76,14.03,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
645,VSEC,VSE CORP,NASDAQ+NASDAQ500+RUSSELL2000,Industrials,58.23,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,91.9,52.63,13.72,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.9 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
646,ATEX,ANTERIX INC,NASDAQ+RUSSELL2000,Communication,58.21,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,54.25,16.42,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
647,ESTA,ESTABLISHMENT LABS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,58.19,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,83.14,51.88,11.02,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
648,SPRB,SPRUCE BIOSCIENCES INC,NASDAQ+RUSSELL2000,Health Care,58.17,82.0,early_transition,49.8,bullish_below_zero_proxy,47.97,44.84,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
649,UP,WHEELS UP EXPERIENCE INC CLASS A,RUSSELL2000,Industrials,58.17,82.0,early_transition,61.8,bullish_above_signal_proxy,39.36,42.12,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
650,PTGX,PROTAGONIST THERAPEUTICS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,58.16,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,94.71,54.19,14.87,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
651,MYGN,MYRIAD GENETICS INC,NASDAQ+RUSSELL2000,Health Care,58.13,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,93.7,53.99,14.57,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
652,AURA,AURA BIOSCIENCES INC,NASDAQ+RUSSELL2000,Health Care,58.12,82.0,early_transition,49.8,bullish_below_zero_proxy,47.81,44.81,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
653,GWRS,GLOBAL WATER RESOURCES INC,NASDAQ+RUSSELL2000,Utilities,58.1,82.0,early_transition,49.8,bullish_below_zero_proxy,47.78,44.81,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
654,DYN,DYNE THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,58.06,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,84.02,52.05,11.44,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
655,PACB,PACIFIC BIOSCIENCES OF CALIFORNIA,NASDAQ+RUSSELL2000,Health Care,58.04,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,47.57,44.76,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
656,SBC,SBC MEDICAL GROUP HOLDINGS INC,NASDAQ+RUSSELL2000,Health Care,57.98,82.0,early_transition,49.8,bullish_below_zero_proxy,47.4,44.73,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
657,IDYA,IDEAYA BIOSCIENCES INC,NASDAQ+RUSSELL2000,Health Care,57.97,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,96.31,54.51,15.58,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
658,NWPX,NWPX INFRASTRUCTURE INC,NASDAQ+RUSSELL2000,Industrials,57.97,72.0,confirmed_bullish_trend,25.0,bearish_proxy,75.71,49.39,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
