early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
1411,CMT,CORE MOLDING TECHNOLOGIES INC,RUSSELL2000,Materials,37.88,15.0,bearish_transition,49.8,bullish_below_zero_proxy,47.85,43.82,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1412,CRI,CARTERS INC,RUSSELL2000,Consumer Discretionary,37.88,35.0,mixed_sideways,25.0,bearish_proxy,48.47,43.94,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1413,ELA,ENVELA CORP,RUSSELL2000,Consumer Discretionary,37.87,35.0,mixed_sideways,25.0,bearish_proxy,48.45,43.94,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1414,OGS,ONE GAS INC,RUSSELL2000,Utilities,37.84,15.0,bearish_transition,49.8,bullish_below_zero_proxy,47.27,44.7,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1415,RSVR,RESERVOIR MEDIA INC,NASDAQ+RUSSELL2000,Communication,37.81,35.0,mixed_sideways,25.0,bearish_proxy,48.25,43.9,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1416,CMTV,COMMUNITY BANCORP VT,NASDAQ+RUSSELL2000,Financials,37.78,35.0,mixed_sideways,25.0,bearish_proxy,48.17,43.88,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1417,VSTS,VESTIS CORP,RUSSELL2000,Industrials,37.77,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,51.93,44.64,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1418,DEC,DIVERSIFIED ENERGY COMPANY,RUSSELL2000,Energy,37.76,15.0,bearish_transition,49.8,bullish_below_zero_proxy,47.49,43.75,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1419,EVGO,EVGO INC CLASS A,NASDAQ+RUSSELL2000,Consumer Discretionary,37.73,15.0,bearish_transition,71.8,fresh_below_zero_cross_proxy,30.73,40.4,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1420,ARI,APOLLO COMMERCIAL REAL ESTATE FINA,RUSSELL2000,Financials,37.71,15.0,bearish_transition,25.0,bearish_proxy,66.12,47.47,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1421,CWCO,CONSOLIDATED WATER LTD,NASDAQ+RUSSELL2000,Utilities,37.7,15.0,bearish_transition,49.8,bullish_below_zero_proxy,46.85,44.62,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1422,WERN,WERNER ENTERPRISES INC,NASDAQ+RUSSELL2000,Industrials,37.69,35.0,mixed_sideways,25.0,bearish_proxy,47.89,43.83,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1423,GOGO,GOGO INC,NASDAQ+RUSSELL2000,Communication,37.68,15.0,bearish_transition,49.8,bullish_below_zero_proxy,47.25,43.7,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1424,PAMT,PAMT CORP,NASDAQ+RUSSELL2000,Industrials,37.65,35.0,mixed_sideways,25.0,bearish_proxy,47.77,43.8,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1425,TG,TREDEGAR CORP,RUSSELL2000,Materials,37.65,15.0,bearish_transition,49.8,bullish_below_zero_proxy,47.16,43.68,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1426,EMBC,EMBECTA CORP,NASDAQ+RUSSELL2000,Health Care,37.64,15.0,bearish_transition,49.8,bullish_below_zero_proxy,46.66,44.58,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1427,SHAK,SHAKE SHACK INC CLASS A,RUSSELL2000,Consumer Discretionary,37.64,18.0,bearish_transition,49.8,bullish_below_zero_proxy,44.41,43.13,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1428,RMR,RMR GROUP INC CLASS A,NASDAQ+RUSSELL2000,Real Estate,37.59,35.0,mixed_sideways,25.0,bearish_proxy,47.57,43.76,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1429,HLIO,HELIOS TECHNOLOGIES INC,RUSSELL2000,Industrials,37.58,35.0,mixed_sideways,25.0,bearish_proxy,47.55,43.76,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1430,AEBI,AEBI SCHMIDT HOLDING AG,NASDAQ+RUSSELL2000,Industrials,37.56,35.0,mixed_sideways,25.0,bearish_proxy,47.49,43.75,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1431,CVRX,CVRX INC,NASDAQ+RUSSELL2000,Health Care,37.56,15.0,bearish_transition,49.8,bullish_below_zero_proxy,46.43,44.54,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1432,SBET,SHARPLINK INC,NASDAQ+RUSSELL2000,Consumer Discretionary,37.56,15.0,bearish_transition,49.8,bullish_below_zero_proxy,46.89,43.63,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1433,NUS,NU SKIN ENTERPRISES INC CLASS A,RUSSELL2000,Consumer Staples,37.52,15.0,bearish_transition,49.8,bullish_below_zero_proxy,46.3,44.51,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1434,SGP,SPYGLASS PHARMA INC SHS,NASDAQ+RUSSELL2000,Health Care,37.51,15.0,bearish_transition,49.8,bullish_below_zero_proxy,46.28,44.51,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1435,BGS,B AND G FOODS INC,RUSSELL2000,Consumer Staples,37.49,15.0,bearish_transition,49.8,bullish_below_zero_proxy,46.23,44.5,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1436,NL,NLI HOLDINGS INC,RUSSELL2000,Industrials,37.42,15.0,bearish_transition,49.8,bullish_below_zero_proxy,46.46,43.54,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1437,WSR,WHITESTONE REIT,RUSSELL2000,Real Estate,37.41,35.0,mixed_sideways,25.0,bearish_proxy,47.03,43.66,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1438,IDN,INTELLICHECK INC,NASDAQ+RUSSELL2000,Information Technology,37.37,15.0,bearish_transition,49.8,bullish_below_zero_proxy,46.3,43.51,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1439,TNDM,TANDEM DIABETES CARE INC,NASDAQ+RUSSELL2000,Health Care,37.37,15.0,bearish_transition,71.8,fresh_below_zero_cross_proxy,29.19,41.09,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1440,VSXY,VICTORIA S SECRET,RUSSELL2000,Consumer Discretionary,37.34,35.0,mixed_sideways,25.0,bearish_proxy,46.81,43.61,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1441,HTLD,HEARTLAND EXPRESS INC,NASDAQ+RUSSELL2000,Industrials,37.32,35.0,mixed_sideways,25.0,bearish_proxy,46.76,43.6,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1442,VRRM,VERRA MOBILITY CORP CLASS A,NASDAQ+RUSSELL2000,Industrials,37.32,15.0,bearish_transition,49.8,bullish_below_zero_proxy,46.17,43.48,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1443,HCKT,HACKETT GROUP INC,NASDAQ+RUSSELL2000,Information Technology,37.3,15.0,bearish_transition,49.8,bullish_below_zero_proxy,46.1,43.47,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1444,GEMI,GEMINI SPACE STATION INC CLASS A,RUSSELL2000,Financials,37.3,15.0,bearish_transition,71.8,fresh_below_zero_cross_proxy,29.42,40.13,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1445,ESPR,ESPERION THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,37.25,35.0,mixed_sideways,25.0,bearish_proxy,46.09,44.47,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1446,BLMN,BLOOMIN BRANDS INC,NASDAQ+RUSSELL2000,Consumer Discretionary,37.24,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,50.32,44.31,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1447,TCX,TUCOWS INC,NASDAQ+RUSSELL2000,Information Technology,37.24,15.0,bearish_transition,49.8,bullish_below_zero_proxy,45.91,43.43,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1448,CCO,CLEAR CHANNEL OUTDOOR HOLDINGS INC,RUSSELL2000,Communication,37.24,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,50.32,44.31,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1449,FUBO,FUBOTV INC CLASS A,RUSSELL2000,Communication,37.16,15.0,bearish_transition,49.8,bullish_below_zero_proxy,45.66,43.38,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1450,TTGT,TECHTARGET INC,NASDAQ+RUSSELL2000,Communication,37.15,15.0,bearish_transition,49.8,bullish_below_zero_proxy,45.65,43.38,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1451,IPI,INTREPID POTASH INC,RUSSELL2000,Materials,37.14,15.0,bearish_transition,49.8,bullish_below_zero_proxy,45.61,43.37,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1452,AUPH,AURINIA PHARMACEUTICALS INC,NASDAQ+RUSSELL2000,Health Care,37.09,35.0,mixed_sideways,25.0,bearish_proxy,45.6,44.37,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1453,UPB,UPSTREAM BIO INC,NASDAQ+RUSSELL2000,Health Care,37.06,15.0,bearish_transition,49.8,bullish_below_zero_proxy,44.93,44.24,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1454,RAMP,LIVERAMP HOLDINGS INC,RUSSELL2000,Information Technology,37.06,35.0,mixed_sideways,25.0,bearish_proxy,45.97,43.44,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1455,LXEO,LEXEO THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,37.03,15.0,bearish_transition,49.8,bullish_below_zero_proxy,44.82,44.21,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1456,ONL,ORION PROPERTIES INC,RUSSELL2000,Real Estate,36.98,35.0,mixed_sideways,25.0,bearish_proxy,45.72,43.39,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1457,SG,SWEETGREEN INC CLASS A,RUSSELL2000,Consumer Discretionary,36.98,35.0,mixed_sideways,25.0,bearish_proxy,45.74,43.4,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1458,ACMR,ACM RESEARCH CLASS A INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,36.91,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,49.3,44.11,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1459,NSIT,INSIGHT ENTERPRISES INC,NASDAQ+RUSSELL2000,Information Technology,36.9,35.0,mixed_sideways,25.0,bearish_proxy,45.49,43.35,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1460,OMER,OMEROS CORP,NASDAQ+RUSSELL2000,Health Care,36.9,15.0,bearish_transition,49.8,bullish_below_zero_proxy,44.42,44.13,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1461,MRTN,MARTEN TRANSPORT LTD,NASDAQ+RUSSELL2000,Industrials,36.89,35.0,mixed_sideways,25.0,bearish_proxy,45.48,43.35,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1462,CCCC,C4 THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,36.88,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,48.77,45.0,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1463,LXU,LSB INDUSTRIES INC,RUSSELL2000,Materials,36.87,15.0,bearish_transition,71.8,fresh_below_zero_cross_proxy,28.12,39.87,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1464,DC,DAKOTA GOLD CORP,RUSSELL2000,Materials,36.84,15.0,bearish_transition,71.8,fresh_below_zero_cross_proxy,28.04,39.86,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1465,RXO,RXO INC,RUSSELL2000,Industrials,36.84,35.0,mixed_sideways,25.0,bearish_proxy,45.3,43.31,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1466,BELFB,BEL FUSE INC CLASS B,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,36.78,35.0,mixed_sideways,25.0,bearish_proxy,45.12,43.27,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1467,ABR,ARBOR REALTY TRUST REIT INC,RUSSELL2000,Financials,36.77,15.0,bearish_transition,49.8,bullish_below_zero_proxy,44.49,43.15,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1468,KALU,KAISER ALUMINIUM CORP,NASDAQ+RUSSELL2000,Materials,36.71,35.0,mixed_sideways,25.0,bearish_proxy,44.91,43.23,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1469,ALNT,ALLIENT INC,NASDAQ+RUSSELL2000,Industrials,36.67,35.0,mixed_sideways,25.0,bearish_proxy,44.79,43.21,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1470,BKKT,BAKKT INC CLASS A,RUSSELL2000,Financials,36.66,15.0,bearish_transition,71.8,fresh_below_zero_cross_proxy,27.5,39.75,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1471,MASS,908 DEVICES INC,NASDAQ+RUSSELL2000,Information Technology,36.64,35.0,mixed_sideways,25.0,bearish_proxy,44.71,43.19,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1472,PDEX,PRO DEX INC,NASDAQ+RUSSELL2000,Health Care,36.63,38.0,mixed_sideways,26.35,bearish_proxy,40.48,43.35,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1473,ARCT,ARCTURUS THERAPEUTICS HOLDINGS INC,NASDAQ+RUSSELL2000,Health Care,36.62,15.0,bearish_transition,49.8,bullish_below_zero_proxy,43.58,43.97,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1474,LODE,COMSTOCK INC,RUSSELL2000,Energy,36.6,35.0,mixed_sideways,25.0,bearish_proxy,44.59,43.17,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1475,MH,MCGRAW HILL INC,RUSSELL2000,Consumer Discretionary,36.6,15.0,bearish_transition,49.8,bullish_below_zero_proxy,43.97,43.04,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1476,SAMG,SILVERCREST ASSET MANAGEMENT GROUP,NASDAQ+RUSSELL2000,Financials,36.59,15.0,bearish_transition,49.8,bullish_below_zero_proxy,43.94,43.04,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1477,GLNG,GOLAR LNG LTD,NASDAQ+RUSSELL2000,Energy,36.54,15.0,bearish_transition,49.8,bullish_below_zero_proxy,43.78,43.01,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1478,WTTR,SELECT WATER SOLUTIONS INC CLASS A,RUSSELL2000,Energy,36.54,35.0,mixed_sideways,25.0,bearish_proxy,44.4,43.13,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1479,AGX,ARGAN INC,RUSSELL2000,Industrials,36.53,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,48.16,43.88,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1480,ROG,ROGERS CORP,RUSSELL2000,Information Technology,36.5,35.0,mixed_sideways,25.0,bearish_proxy,44.29,43.11,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1481,CODI,COMPASS DIVERSIFIED,RUSSELL2000,Financials,36.48,15.0,bearish_transition,49.8,bullish_below_zero_proxy,43.62,42.97,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1482,RNGR,RANGER ENERGY SERVICES INC CLASS A,RUSSELL2000,Energy,36.48,15.0,bearish_transition,49.8,bullish_below_zero_proxy,43.62,42.97,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1483,III,INFORMATION SERVICES GROUP INC,NASDAQ+RUSSELL2000,Information Technology,36.42,15.0,bearish_transition,49.8,bullish_below_zero_proxy,43.44,42.94,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1484,EVEX,EVE HOLDING INC,RUSSELL2000,Industrials,36.41,15.0,bearish_transition,71.8,fresh_below_zero_cross_proxy,26.73,39.6,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1485,KGS,KODIAK GAS SERVICES INC,RUSSELL2000,Energy,36.38,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,47.71,43.79,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1486,NX,QUANEX BUILDING PRODUCTS CORP,RUSSELL2000,Industrials,36.38,15.0,bearish_transition,49.8,bullish_below_zero_proxy,43.3,42.91,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1487,BGC,BGC GROUP INC CLASS A,NASDAQ+RUSSELL2000,Financials,36.35,15.0,bearish_transition,25.0,bearish_proxy,62.0,46.65,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1488,CPRX,CATALYST PHARMACEUTICALS INC,NASDAQ+RUSSELL2000,Health Care,36.35,72.0,confirmed_bullish_trend,22.75,bearish_proxy,49.44,45.14,12.54,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1489,BELFA,BEL FUSE INC CLASS A,NASDAQ+RUSSELL2000,Information Technology,36.32,35.0,mixed_sideways,25.0,bearish_proxy,43.73,43.0,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1490,PLXS,PLEXUS CORP,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,36.3,35.0,mixed_sideways,25.0,bearish_proxy,43.67,42.98,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1491,BRSP,BRIGHTSPIRE CAPITAL INC CLASS A,RUSSELL2000,Financials,36.29,15.0,bearish_transition,25.0,bearish_proxy,61.82,46.61,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1492,HASI,HA SUSTAINABLE INFRASTRUCTURE CAPI,RUSSELL2000,Financials,36.22,15.0,bearish_transition,49.8,bullish_below_zero_proxy,42.82,42.81,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1493,SGC,SUPERIOR GROUP OF COMPANIES INC,NASDAQ+RUSSELL2000,Consumer Discretionary,36.21,35.0,mixed_sideways,25.0,bearish_proxy,43.39,42.93,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1494,FPI,FARMLAND PARTNERS INC,RUSSELL2000,Real Estate,36.15,15.0,bearish_transition,49.8,bullish_below_zero_proxy,42.62,42.77,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1495,AAP,ADVANCE AUTO PARTS INC,RUSSELL2000,Consumer Discretionary,36.13,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,46.96,43.64,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1496,NPWR,NET POWER INC CLASS A,RUSSELL2000,Industrials,36.13,15.0,bearish_transition,71.8,fresh_below_zero_cross_proxy,25.88,39.43,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1497,CSR,CENTERSPACE,RUSSELL2000,Real Estate,36.09,15.0,bearish_transition,49.8,bullish_below_zero_proxy,42.43,42.74,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1498,HRI,HERC HOLDINGS INC,RUSSELL2000,Industrials,36.08,35.0,mixed_sideways,25.0,bearish_proxy,43.01,42.85,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1499,XPRO,EXPRO GROUP HOLDINGS NV,RUSSELL2000,Energy,36.05,15.0,bearish_transition,49.8,bullish_below_zero_proxy,42.32,42.71,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1500,LAND,GLADSTONE LAND REIT CORP,NASDAQ+RUSSELL2000,Real Estate,36.02,15.0,bearish_transition,49.8,bullish_below_zero_proxy,42.21,42.69,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1501,CTGO,CONTANGO SILVER AND GOLD INC,RUSSELL2000,Materials,36.0,15.0,bearish_transition,49.8,bullish_below_zero_proxy,42.16,42.68,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1502,RELL,RICHARDSON ELECTRONICS LTD,NASDAQ+RUSSELL2000,Information Technology,35.98,35.0,mixed_sideways,25.0,bearish_proxy,42.71,42.79,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1503,KN,KNOWLES CORP,RUSSELL2000,Information Technology,35.98,35.0,mixed_sideways,25.0,bearish_proxy,42.72,42.79,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
