early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
1,LILAK,LIBERTY LATIN AMERICA LTD CLASS C,NASDAQ+RUSSELL2000,Communication,79.45,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,96.57,53.56,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
297,LEGH,LEGACY HOUSING CORP,NASDAQ+RUSSELL2000,Consumer Discretionary,63.57,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,64.8,47.21,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
298,ORRF,ORRSTOWN FINANCIAL SERVICES INC,NASDAQ+RUSSELL2000,Financials,63.57,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,64.8,47.21,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
299,SGHC,SUPER GROUP LTD,RUSSELL2000,Consumer Discretionary,63.57,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,64.79,47.21,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
300,ALRS,ALERUS FINANCIAL CORP,NASDAQ+RUSSELL2000,Financials,63.56,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,64.75,47.2,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
301,GPGI,GPGI INC CLASS A,RUSSELL2000,Information Technology,63.56,82.0,early_transition,59.55,bullish_above_signal_proxy,100.0,54.25,14.07,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,EMA extension 3.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
302,CIVB,CIVISTA BANCSHARES INC,NASDAQ+RUSSELL2000,Financials,63.55,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,64.74,47.2,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
303,SMBC,SOUTHERN MISSOURI BANCORP INC,NASDAQ+RUSSELL2000,Financials,63.55,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,64.74,47.2,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
304,ZNTL,ZENTALIS PHARMACEUTICALS INC,NASDAQ+RUSSELL2000,Health Care,63.55,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,64.27,48.1,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
305,SYBT,STOCK YARDS BANCORP INC,NASDAQ+RUSSELL2000,Financials,63.52,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,64.63,47.18,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
306,MCB,METROPOLITAN BANK HOLDING CORP,RUSSELL2000,Financials,63.52,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,64.65,47.18,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
307,FRSH,FRESHWORKS INC CLASS A,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,63.51,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,64.62,47.17,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
308,PSTL,POSTAL REALTY TRUST INC CLASS A,RUSSELL2000,Real Estate,63.51,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,64.6,47.17,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
309,PLBC,PLUMAS BANCORP,NASDAQ+RUSSELL2000,Financials,63.49,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,64.54,47.16,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
310,RRR,RED ROCK RESORTS ORS CLASS A INC,NASDAQ+RUSSELL2000,Consumer Discretionary,63.48,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,64.52,47.15,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
311,FMAO,FARMERS AND MERCHANTS BANCORP INC,NASDAQ+RUSSELL2000,Financials,63.46,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,64.45,47.14,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
312,TCBK,TRICO BANCSHARES,NASDAQ+RUSSELL2000,Financials,63.46,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,64.47,47.14,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
313,PSFE,PAYSAFE LTD,RUSSELL2000,Financials,63.46,82.0,early_transition,49.8,bullish_below_zero_proxy,64.47,47.14,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
314,SAFT,SAFETY INSURANCE GROUP INC,NASDAQ+RUSSELL2000,Financials,63.45,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,64.42,47.13,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
315,CPF,CENTRAL PACIFIC FINANCIAL CORP,RUSSELL2000,Financials,63.43,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,64.37,47.12,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
316,BL,BLACKLINE INC,NASDAQ+RUSSELL2000,Information Technology,63.36,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,47.8,43.81,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
317,CCNE,CNB FINANCIAL CORP,NASDAQ+RUSSELL2000,Financials,63.36,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,64.16,47.08,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
318,COFS,CHOICEONE FINANCIAL SERVICES INC,NASDAQ+RUSSELL2000,Financials,63.35,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,64.12,47.07,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
319,AOMR,ANGEL OAK MORTGAGE REIT INC,RUSSELL2000,Financials,63.34,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,64.1,47.07,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
320,DSGN,DESIGN THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,63.33,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,55.25,11.44,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
321,BOBS,BOBS DISCOUNT FURNITURE INC,RUSSELL2000,Consumer Discretionary,63.33,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,64.07,47.06,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
322,KWR,QUAKER HOUGHTON CORP,RUSSELL2000,Materials,63.33,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,64.07,47.06,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
323,RJET,REPUBLIC AIRWAYS HOLDINGS INC,NASDAQ+RUSSELL2000,Industrials,63.32,72.0,confirmed_bullish_trend,49.8,bullish_below_zero_proxy,73.13,48.88,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
324,ORC,ORCHID ISLAND CAPITAL INC,RUSSELL2000,Financials,63.32,82.0,early_transition,61.8,bullish_above_signal_proxy,54.96,45.24,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
325,PCRX,PACIRA BIOSCIENCES INC,NASDAQ+RUSSELL2000,Health Care,63.3,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,63.52,47.95,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
326,TLS,TELOS CORPORATION CORP,NASDAQ+RUSSELL2000,Information Technology,63.3,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,63.97,47.04,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
327,MBWM,MERCANTILE BANK CORP,NASDAQ+RUSSELL2000,Financials,63.29,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,63.93,47.04,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
328,MFA,MFA FINANCIAL INC,RUSSELL2000,Financials,63.29,82.0,early_transition,61.8,bullish_above_signal_proxy,54.86,45.22,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
329,MATX,MATSON INC,RUSSELL2000,Industrials,63.28,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,63.92,47.03,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
330,SRCE,1ST SOURCE CORP,NASDAQ+RUSSELL2000,Financials,63.27,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,63.88,47.03,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
331,NGVC,NATURAL GROCERS BY VITAMIN COTTAGE,RUSSELL2000,Consumer Staples,63.27,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,63.44,47.94,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
332,FMBH,FIRST MID BANCSHARES INC,NASDAQ+RUSSELL2000,Financials,63.25,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,63.84,47.02,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
333,OPBK,OP BANCORP,NASDAQ+RUSSELL2000,Financials,63.25,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,63.81,47.01,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
334,VIR,VIR BIOTECHNOLOGY INC,NASDAQ+RUSSELL2000,Health Care,63.25,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,63.37,47.92,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
335,CMRC,BIGCOMMERCE HOLDINGS INC SERIES,NASDAQ+RUSSELL2000,Information Technology,63.24,82.0,early_transition,61.8,bullish_above_signal_proxy,54.71,45.19,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
336,ASMB,ASSEMBLY BIOSCIENCES INC,NASDAQ+RUSSELL2000,Health Care,63.23,82.0,early_transition,49.8,bullish_below_zero_proxy,63.32,47.91,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
337,DOUG,DOUGLAS ELLIMAN INC,RUSSELL2000,Real Estate,63.21,82.0,early_transition,49.8,bullish_below_zero_proxy,63.72,46.99,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
338,CNS,COHEN & STEERS INC,RUSSELL2000,Financials,63.2,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,63.68,46.99,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
339,OUST,OUSTER INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,63.17,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,63.57,46.96,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
340,BULL,WEBULL CORP CLASS A,NASDAQ+RUSSELL2000,Financials,63.16,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,63.55,46.96,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
341,HLF,HERBALIFE LTD,RUSSELL2000,Consumer Staples,63.14,82.0,early_transition,49.8,bullish_below_zero_proxy,63.05,47.86,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
342,KYMR,KYMERA THERAPEUTICS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,63.13,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,55.25,11.64,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
343,SNFCA,SECURITY NATIONAL FINANCIAL CORP C,NASDAQ+RUSSELL2000,Financials,63.12,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,63.42,46.93,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
344,CBNK,CAPITAL BANCORP INC,NASDAQ+RUSSELL2000,Financials,63.11,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,63.41,46.93,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
345,FISI,FINANCIAL INSTITUTIONS INC,NASDAQ+RUSSELL2000,Financials,63.1,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,63.37,46.92,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
346,KELYA,KELLY SERVICES INC CLASS A,NASDAQ+RUSSELL2000,Industrials,63.08,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,63.32,46.91,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
347,PHAT,PHATHOM PHARMACEUTICALS INC,NASDAQ+RUSSELL2000,Health Care,63.08,82.0,early_transition,49.8,bullish_below_zero_proxy,62.85,47.82,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
348,PMT,PENNYMAC MORTGAGE INVESTMENT TRUST,RUSSELL2000,Financials,63.07,82.0,early_transition,49.8,bullish_below_zero_proxy,63.27,46.9,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
349,TFIN,TRIUMPH FINANCIAL INC,RUSSELL2000,Financials,63.05,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,63.23,46.9,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
350,XPER,XPERI INC,RUSSELL2000,Information Technology,63.05,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,63.22,46.89,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
351,BUSE,FIRST BUSEY CORP,NASDAQ+RUSSELL2000,Financials,63.04,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,63.2,46.89,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
352,MKTW,MARKETWISE INC CLASS A,NASDAQ+RUSSELL2000,Financials,63.04,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,63.18,46.89,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
353,IRON,DISC MEDICINE INC,NASDAQ+RUSSELL2000,Health Care,63.03,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,62.71,47.79,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
354,SSRM,SSR MINING INC,NASDAQ+NASDAQ500+RUSSELL2000,Materials,63.03,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,46.81,43.61,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
355,SION,SIONNA THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,63.02,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,62.68,47.79,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
356,SPSC,SPS COMMERCE INC,NASDAQ+RUSSELL2000,Information Technology,63.02,82.0,early_transition,61.8,bullish_above_signal_proxy,54.03,45.06,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
357,DIBS,1STDIBS COM INC,NASDAQ+RUSSELL2000,Consumer Discretionary,62.99,82.0,early_transition,61.8,bullish_above_signal_proxy,53.96,45.04,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
358,WINA,WINMARK CORP,NASDAQ+RUSSELL2000,Consumer Discretionary,62.97,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,62.97,46.84,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
359,GOLD,GOLD INC,RUSSELL2000,Consumer Discretionary,62.97,82.0,early_transition,49.8,bullish_below_zero_proxy,62.99,46.85,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
360,OPLN,OPENLANE INC,RUSSELL2000,Industrials,62.97,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,62.98,46.85,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
361,CAC,CAMDEN NATIONAL CORP,NASDAQ+RUSSELL2000,Financials,62.96,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,62.95,46.84,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
362,RLGT,RADIANT LOGISTIC INC,RUSSELL2000,Industrials,62.96,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,62.95,46.84,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
363,ACU,ACME UNITED CORP,RUSSELL2000,Health Care,62.94,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,62.44,47.74,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
364,CALM,CAL MAINE FOODS INC,NASDAQ+RUSSELL2000,Consumer Staples,62.93,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,62.39,47.73,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
365,FRME,FIRST MERCHANTS CORP,NASDAQ+RUSSELL2000,Financials,62.93,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,62.85,46.82,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
366,NBTB,NBT BANCORP INC,NASDAQ+RUSSELL2000,Financials,62.9,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,62.76,46.8,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
367,EVH,EVOLENT HEALTH INC CLASS A,RUSSELL2000,Health Care,62.89,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,55.25,11.89,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
368,HFWA,HERITAGE FINANCIAL CORP,NASDAQ+RUSSELL2000,Financials,62.88,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,62.7,46.79,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
369,ABUS,ARBUTUS BIOPHARMA CORP,NASDAQ+RUSSELL2000,Health Care,62.87,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,62.23,47.7,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
370,QUAD,QUAD GRAPHICS INC CLASS A,RUSSELL2000,Industrials,62.87,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,62.66,46.78,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
371,FBP,FIRST BANCORP,RUSSELL2000,Financials,62.84,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,62.59,46.77,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
372,BEAM,BEAM THERAPEUTICS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,62.83,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,62.11,47.67,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
373,DV,DOUBLEVERIFY HOLDINGS INC,RUSSELL2000,Communication,62.82,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,62.53,46.76,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
374,BFST,BUSINESS FIRST BANCSHARES INC,NASDAQ+RUSSELL2000,Financials,62.78,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,62.4,46.73,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
375,CHCO,CITY HOLDING,NASDAQ+RUSSELL2000,Financials,62.78,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,62.41,46.73,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
376,VOR,VOR BIOPHARMA INC,NASDAQ+RUSSELL2000,Health Care,62.78,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,55.25,11.99,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
377,BRZE,BRAZE INC CLASS A,NASDAQ+RUSSELL2000,Information Technology,62.76,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,45.97,43.44,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
378,NEOG,NEOGEN CORP,NASDAQ+RUSSELL2000,Health Care,62.75,82.0,early_transition,61.8,bullish_above_signal_proxy,52.78,45.81,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
379,TSBK,TIMBERLAND BANCORP INC,NASDAQ+RUSSELL2000,Financials,62.74,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,62.28,46.71,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
380,SGMT,SAGIMET BIOSCIENCES INC SERIES A,NASDAQ+RUSSELL2000,Health Care,62.73,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,61.79,47.61,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
381,NWFL,NORWOOD FINANCIAL CORP,NASDAQ+RUSSELL2000,Financials,62.72,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,62.22,46.69,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
