early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
863,AVAH,AVEANNA HEALTHCARE HOLDINGS INC,NASDAQ+RUSSELL2000,Health Care,51.07,75.0,confirmed_bullish_trend,60.9,bullish_above_signal_proxy,56.17,46.48,10.48,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
864,LINC,LINCOLN EDUCATIONAL SERVICES CORP,NASDAQ+RUSSELL2000,Consumer Discretionary,51.02,72.0,confirmed_bullish_trend,25.0,bearish_proxy,54.64,45.18,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
865,GFF,GRIFFON CORP,RUSSELL2000,Industrials,50.99,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,60.3,46.31,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
866,MOV,MOVADO GROUP INC,RUSSELL2000,Consumer Discretionary,50.98,72.0,confirmed_bullish_trend,22.75,bearish_proxy,100.0,54.25,14.44,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,EMA extension 3.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
867,CHCO,CITY HOLDING,NASDAQ+RUSSELL2000,Financials,50.97,72.0,confirmed_bullish_trend,20.0,fresh_bearish_cross_proxy,58.29,45.91,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
868,BGC,BGC GROUP INC CLASS A,NASDAQ+RUSSELL2000,Financials,50.91,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,62.68,46.79,11.4,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
869,PRM,PERIMETER SOLUTIONS INC,RUSSELL2000,Materials,50.91,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,67.09,47.67,12.85,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
870,MTX,MINERALS TECHNOLOGIES INC,RUSSELL2000,Materials,50.9,38.0,mixed_sideways,63.15,bullish_above_signal_proxy,56.29,45.51,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
871,WD,WALKER & DUNLOP INC,RUSSELL2000,Financials,50.9,38.0,mixed_sideways,63.15,bullish_above_signal_proxy,56.29,45.51,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
872,OMDA,OMADA HEALTH INC,NASDAQ+RUSSELL2000,Health Care,50.88,75.0,confirmed_bullish_trend,26.35,bearish_proxy,50.0,45.25,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
873,PEBK,PEOPLES BANCORP OF NORTH CAROLINA,NASDAQ+RUSSELL2000,Financials,50.85,72.0,confirmed_bullish_trend,25.0,bearish_proxy,54.14,45.08,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
874,MD,PEDIATRIX MEDICAL GROUP INC,RUSSELL2000,Health Care,50.84,38.0,mixed_sideways,61.8,bullish_above_signal_proxy,56.68,46.59,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
875,XHR,XENIA HOTELS RESORTS REIT INC,RUSSELL2000,Real Estate,50.84,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,78.29,49.91,16.62,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
876,AMBP,ARDAGH METAL PACKAGING SA,RUSSELL2000,Materials,50.82,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,65.5,47.35,12.42,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
877,GDOT,GREEN DOT CORP CLASS A,RUSSELL2000,Financials,50.76,75.0,confirmed_bullish_trend,25.0,bearish_proxy,51.12,44.47,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
878,SLAB,SILICON LABORATORIES INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,50.73,72.0,confirmed_bullish_trend,25.0,bearish_proxy,53.76,45.0,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
879,BANF,BANCFIRST CORP,NASDAQ+RUSSELL2000,Financials,50.72,38.0,mixed_sideways,61.8,bullish_above_signal_proxy,56.78,45.61,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
880,BANR,BANNER CORP,NASDAQ+RUSSELL2000,Financials,50.7,72.0,confirmed_bullish_trend,25.0,bearish_proxy,53.66,44.98,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
881,HZO,MARINEMAX INC,RUSSELL2000,Consumer Discretionary,50.7,72.0,confirmed_bullish_trend,25.0,bearish_proxy,53.66,44.98,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
882,FRPH,FRP HOLDINGS INC,NASDAQ+RUSSELL2000,Real Estate,50.68,72.0,confirmed_bullish_trend,25.0,bearish_proxy,53.61,44.97,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
883,CPRI,CAPRI HOLDINGS LTD,RUSSELL2000,Consumer Discretionary,50.67,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,59.35,46.12,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
884,OLPX,OLAPLEX HOLDINGS INC,NASDAQ+RUSSELL2000,Consumer Staples,50.66,72.0,confirmed_bullish_trend,25.0,bearish_proxy,53.09,45.87,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
885,LFST,LIFESTANCE HEALTH GROUP INC,NASDAQ+RUSSELL2000,Health Care,50.65,75.0,confirmed_bullish_trend,60.9,bullish_above_signal_proxy,73.14,49.88,16.5,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
886,UCB,UNITED COMMUNITY BANKS INC,RUSSELL2000,Financials,50.56,72.0,confirmed_bullish_trend,25.0,bearish_proxy,53.24,44.9,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
887,SENEA,SENECA FOODS CORP CLASS A,NASDAQ+RUSSELL2000,Consumer Staples,50.53,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,58.45,46.94,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
888,HLIO,HELIOS TECHNOLOGIES INC,RUSSELL2000,Industrials,50.53,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,70.57,48.36,14.38,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
889,UNFI,UNITED NATURAL FOODS INC,RUSSELL2000,Consumer Staples,50.52,72.0,confirmed_bullish_trend,25.0,bearish_proxy,52.66,45.78,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
890,CARE,CARTER BANKSHARES INC,NASDAQ+RUSSELL2000,Financials,50.51,75.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,76.3,49.51,17.19,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.8 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
891,AGL,AGILON HEALTH,RUSSELL2000,Health Care,50.51,72.0,confirmed_bullish_trend,22.75,bearish_proxy,87.18,52.69,10.83,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,EMA extension 2.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
892,CLAR,CLARUS CORP,NASDAQ+RUSSELL2000,Consumer Discretionary,50.46,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,58.7,45.99,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
893,SYBT,STOCK YARDS BANCORP INC,NASDAQ+RUSSELL2000,Financials,50.45,72.0,confirmed_bullish_trend,20.0,fresh_bearish_cross_proxy,56.72,45.59,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
894,ELMD,ELECTROMED INC,RUSSELL2000,Health Care,50.35,72.0,confirmed_bullish_trend,25.0,bearish_proxy,52.17,45.68,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
895,FENC,FENNEC PHARMACEUTICALS INC,NASDAQ+RUSSELL2000,Health Care,50.3,75.0,confirmed_bullish_trend,26.35,bearish_proxy,48.25,44.9,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
896,BNL,BROADSTONE NET LEASE INC,RUSSELL2000,Real Estate,50.3,75.0,confirmed_bullish_trend,25.0,bearish_proxy,49.73,44.2,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
897,PKBK,PARKE BANCORP INC,NASDAQ+RUSSELL2000,Financials,50.28,72.0,confirmed_bullish_trend,25.0,bearish_proxy,52.41,44.73,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
898,KGS,KODIAK GAS SERVICES INC,RUSSELL2000,Energy,50.28,38.0,mixed_sideways,71.8,fresh_below_zero_cross_proxy,47.87,43.82,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
899,CBFV,CB FINANCIAL SERVICES INC,NASDAQ+RUSSELL2000,Financials,50.27,38.0,mixed_sideways,61.8,bullish_above_signal_proxy,55.41,45.33,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
900,BBNX,BETA BIONICS INC,NASDAQ+RUSSELL2000,Health Care,50.24,35.0,mixed_sideways,25.0,bearish_proxy,85.46,52.34,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
901,SYNA,SYNAPTICS INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,50.24,72.0,confirmed_bullish_trend,25.0,bearish_proxy,52.29,44.71,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
902,LTH,LIFE TIME GROUP HOLDINGS INC,RUSSELL2000,Consumer Discretionary,50.24,75.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,65.95,47.44,14.05,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
903,DFH,DREAM FINDERS HOMES INC CLASS A,RUSSELL2000,Consumer Discretionary,50.21,82.0,early_transition,20.0,fresh_bearish_cross_proxy,46.88,43.63,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
904,PRSU,PURSUIT ATTRACTIONS AND HOSPITALIT,RUSSELL2000,Consumer Discretionary,50.19,75.0,confirmed_bullish_trend,60.9,bullish_above_signal_proxy,71.18,48.49,16.16,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
905,WTS,WATTS WATER TECHNOLOGIES INC CLASS,RUSSELL2000,Industrials,50.05,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,72.82,48.81,15.61,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
906,ESE,ESCO TECHNOLOGIES INC,RUSSELL2000,Industrials,50.04,75.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,72.5,48.75,16.41,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
907,FBP,FIRST BANCORP,RUSSELL2000,Financials,50.04,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,60.64,46.38,11.6,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
908,AHRT,AH REALTY INC,RUSSELL2000,Real Estate,50.02,75.0,confirmed_bullish_trend,25.0,bearish_proxy,48.9,44.03,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
909,NPO,ENPRO INC,RUSSELL2000,Industrials,49.96,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,83.99,51.05,19.38,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 4.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
910,BHRB,BURKE HERBERT FINANCIAL SERVICES C,NASDAQ+RUSSELL2000,Financials,49.95,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,57.15,45.68,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
911,USNA,USANA HEALTH SCIENCES INC,RUSSELL2000,Consumer Staples,49.95,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,56.71,46.59,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
912,UNTY,UNITY BANCORP INC,RUSSELL2000,Financials,49.91,72.0,confirmed_bullish_trend,25.0,bearish_proxy,51.3,44.51,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
913,VIR,VIR BIOTECHNOLOGY INC,NASDAQ+RUSSELL2000,Health Care,49.9,35.0,mixed_sideways,49.8,bullish_below_zero_proxy,65.65,48.38,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
914,UTI,UNIVERSAL TECHNICAL INSTITUTE INC,RUSSELL2000,Consumer Discretionary,49.84,72.0,confirmed_bullish_trend,25.0,bearish_proxy,51.07,44.46,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
915,BLZE,BACKBLAZE INC CLASS A,NASDAQ+RUSSELL2000,Information Technology,49.83,72.0,confirmed_bullish_trend,25.0,bearish_proxy,51.05,44.46,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
916,RHP,RYMAN HOSPITALITY PROPERTIES REIT,RUSSELL2000,Real Estate,49.79,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,65.12,47.27,13.32,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.8 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
917,BOOM,DMC GLOBAL INC,NASDAQ+RUSSELL2000,Energy,49.7,72.0,confirmed_bullish_trend,25.0,bearish_proxy,50.63,44.38,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
918,ACIW,ACI WORLDWIDE INC,NASDAQ+RUSSELL2000,Information Technology,49.63,38.0,mixed_sideways,63.15,bullish_above_signal_proxy,52.45,44.74,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
919,PGY,PAGAYA TECHNOLOGIES LTD CLASS A,NASDAQ+RUSSELL2000,Information Technology,49.53,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,55.89,45.43,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
920,CON,CONCENTRA GROUP HOLDINGS PARENT IN,RUSSELL2000,Health Care,49.53,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,65.37,48.32,13.82,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
921,EXTR,EXTREME NETWORKS INC,NASDAQ+RUSSELL2000,Information Technology,49.47,72.0,confirmed_bullish_trend,22.75,bearish_proxy,92.23,52.7,13.39,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,EMA extension 2.8 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
922,SHLS,SHOALS TECHNOLOGIES GROUP INC CLAS,NASDAQ+RUSSELL2000,Industrials,49.44,72.0,confirmed_bullish_trend,25.0,bearish_proxy,49.86,44.22,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
923,LE,LAND END INC,NASDAQ+RUSSELL2000,Consumer Discretionary,49.37,82.0,early_transition,20.0,fresh_bearish_cross_proxy,44.35,43.12,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
924,MPB,MID PENN BANCORP INC,NASDAQ+RUSSELL2000,Financials,49.35,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,55.34,45.32,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
925,CFFI,C AND F FINANCIAL CORP,NASDAQ+RUSSELL2000,Financials,49.32,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,55.25,45.3,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
926,DHC,DIVERSIFIED HEALTHCARE TRUST,NASDAQ+RUSSELL2000,Real Estate,49.3,72.0,confirmed_bullish_trend,25.0,bearish_proxy,49.43,44.14,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
927,STRZ,STARZ ENTERTAINMENT CORP,NASDAQ+RUSSELL2000,Communication,49.3,35.0,mixed_sideways,25.0,bearish_proxy,83.05,50.86,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
928,PCVX,VAXCYTE INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,49.24,35.0,mixed_sideways,49.8,bullish_below_zero_proxy,63.64,47.98,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
929,DCTH,DELCATH SYS INC,NASDAQ+RUSSELL2000,Health Care,49.21,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,54.48,46.15,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
930,VABK,VIRGINIA NATIONAL BANKSHARES CORP,NASDAQ+RUSSELL2000,Financials,49.2,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,54.89,45.23,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
931,WEST,WESTROCK COFFEE,NASDAQ+RUSSELL2000,Consumer Staples,49.09,72.0,confirmed_bullish_trend,20.0,fresh_bearish_cross_proxy,52.12,45.67,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
932,BTSG,BRIGHTSPRING HEALTH SERVICES INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,49.05,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,68.91,49.03,15.46,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
933,CLDT,CHATHAM LODGING TRUST REIT,RUSSELL2000,Real Estate,49.04,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,83.09,50.87,20.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 4.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
934,DRH,DIAMONDROCK HOSPITALITY,NASDAQ+RUSSELL2000,Real Estate,49.0,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,66.43,47.54,14.55,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
935,MYO,MYOMO INC,RUSSELL2000,Health Care,48.98,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,85.44,52.34,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
936,EEX,EMERALD HOLDING INC,RUSSELL2000,Communication,48.92,75.0,confirmed_bullish_trend,25.0,bearish_proxy,45.56,43.36,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
937,TTI,TETRA TECHNOLOGIES INC,RUSSELL2000,Energy,48.92,72.0,confirmed_bullish_trend,25.0,bearish_proxy,48.28,43.91,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
938,XMTR,XOMETRY INC CLASS A,NASDAQ+RUSSELL2000,Industrials,48.8,72.0,confirmed_bullish_trend,25.0,bearish_proxy,47.93,43.84,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
939,IONQ,IONQ INC,RUSSELL2000,Information Technology,48.76,75.0,confirmed_bullish_trend,25.0,bearish_proxy,45.08,43.27,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
940,AUPH,AURINIA PHARMACEUTICALS INC,NASDAQ+RUSSELL2000,Health Care,48.74,75.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,64.49,48.15,15.21,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.6 ATR; MACD setup extended; event-level volume; MACD snapshot proxy; double-cross history unavailable
941,URGN,UROGEN PHARMA LTD,NASDAQ+RUSSELL2000,Health Care,48.73,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,67.72,48.79,15.4,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
942,UPST,UPSTART HOLDINGS INC,NASDAQ+NASDAQ500+RUSSELL2000,Financials,48.66,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,53.26,44.9,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
943,PRAA,PRA GROUP INC,NASDAQ+RUSSELL2000,Financials,48.58,15.0,bearish_transition,49.8,bullish_below_zero_proxy,80.28,50.31,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
944,TH,TARGET HOSPITALITY CORP,NASDAQ+RUSSELL2000,Consumer Discretionary,48.55,75.0,confirmed_bullish_trend,60.9,bullish_above_signal_proxy,61.7,46.59,14.67,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
945,KULR,KULR TECHNOLOGY GROUP INC,RUSSELL2000,Industrials,48.42,72.0,confirmed_bullish_trend,25.0,bearish_proxy,46.76,43.6,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
946,GERN,GERON CORP,NASDAQ+RUSSELL2000,Health Care,48.37,38.0,mixed_sideways,51.15,bullish_below_zero_proxy,57.24,46.7,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
947,KMTS,KESTRA MEDICAL TECHNOLOGIES LTD,NASDAQ+RUSSELL2000,Health Care,48.36,38.0,mixed_sideways,71.8,fresh_below_zero_cross_proxy,41.57,43.56,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
