early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
1,MQ,MARQETA INC CLASS A,NASDAQ+RUSSELL2000,Financials,84.94,82.0,early_transition,88.8,fresh_above_zero_cross_proxy,100.0,54.25,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
502,WNC,WABASH NATIONAL CORP,RUSSELL2000,Industrials,53.65,72.0,confirmed_bullish_trend,22.75,bearish_proxy,100.0,54.25,11.77,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
503,TBLA,TABOOLA.COM LTD,NASDAQ+RUSSELL2000,Communication,53.64,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,67.77,47.8,10.35,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
504,NRC,NRC HEALTH,NASDAQ+RUSSELL2000,Health Care,53.6,72.0,confirmed_bullish_trend,20.0,fresh_bearish_cross_proxy,65.8,48.41,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
505,PSMT,PRICESMART INC,NASDAQ+NASDAQ500+RUSSELL2000,Consumer Staples,53.54,72.0,confirmed_bullish_trend,25.0,bearish_proxy,61.83,47.62,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
506,DIBS,1STDIBS COM INC,NASDAQ+RUSSELL2000,Consumer Discretionary,53.5,82.0,early_transition,25.0,bearish_proxy,53.07,44.86,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
507,JILL,J JILL INC,RUSSELL2000,Consumer Discretionary,53.41,72.0,confirmed_bullish_trend,25.0,bearish_proxy,61.89,46.63,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
508,KINS,KINGSTONE COMPANIES INC,NASDAQ+RUSSELL2000,Financials,53.35,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,81.92,50.63,15.31,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
509,BRBS,BLUE RIDGE BANKSHARES INC,RUSSELL2000,Financials,53.34,82.0,early_transition,25.0,bearish_proxy,52.57,44.76,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
510,ITIC,INVESTORS TITLE,NASDAQ+RUSSELL2000,Financials,53.28,72.0,confirmed_bullish_trend,25.0,bearish_proxy,61.48,46.55,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
511,KOP,KOPPERS HOLDINGS INC,RUSSELL2000,Materials,53.28,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,67.24,47.7,10.53,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
512,UFCS,UNITED FIRE GROUP INC,RUSSELL2000,Financials,53.26,72.0,confirmed_bullish_trend,25.0,bearish_proxy,61.43,46.54,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
513,MKTW,MARKETWISE INC CLASS A,NASDAQ+RUSSELL2000,Financials,53.25,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,76.35,49.52,13.57,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.9 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
514,RDVT,RED VIOLET INC,NASDAQ+RUSSELL2000,Information Technology,53.25,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,76.63,49.58,13.67,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.9 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
515,ORC,ORCHID ISLAND CAPITAL INC,RUSSELL2000,Financials,53.14,82.0,early_transition,25.0,bearish_proxy,51.97,44.64,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
516,NMAX,NEWSMAX INC CLASS B,RUSSELL2000,Communication,53.13,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,33.16,40.88,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
517,CMDB,COSTAMARE BULKERS HOLDINGS LTD,RUSSELL2000,Industrials,53.12,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,68.64,47.98,11.15,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
518,BTSG,BRIGHTSPRING HEALTH SERVICES INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,53.07,72.0,confirmed_bullish_trend,25.0,bearish_proxy,60.4,47.33,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
519,TLSI,TRISALUS LF SC CM A,NASDAQ+RUSSELL2000,Health Care,53.05,72.0,confirmed_bullish_trend,25.0,bearish_proxy,60.34,47.32,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
520,TAYD,TAYLOR DEVICES INC,NASDAQ+RUSSELL2000,Industrials,53.03,82.0,early_transition,25.0,bearish_proxy,51.65,44.58,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
521,ATRC,ATRICURE INC,NASDAQ+RUSSELL2000,Health Care,52.98,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,72.91,49.83,12.85,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
522,TDAY,USA TODAY INC,RUSSELL2000,Communication,52.98,72.0,confirmed_bullish_trend,25.0,bearish_proxy,60.59,46.37,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
523,ZD,ZIFF DAVIS INC,NASDAQ+RUSSELL2000,Communication,52.85,72.0,confirmed_bullish_trend,20.0,fresh_bearish_cross_proxy,63.98,47.05,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
524,EAT,BRINKER INTERNATIONAL INC,RUSSELL2000,Consumer Discretionary,52.83,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,69.37,48.12,11.68,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
525,CIX,COMPX INTERNATIONAL INC CLASS A,RUSSELL2000,Industrials,52.82,72.0,confirmed_bullish_trend,25.0,bearish_proxy,60.09,46.27,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
526,ADUS,ADDUS HOMECARE CORP,NASDAQ+RUSSELL2000,Health Care,52.8,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,68.21,48.89,11.48,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
527,CHMG,CHEMUNG FINANCIAL CORP,NASDAQ+RUSSELL2000,Financials,52.78,72.0,confirmed_bullish_trend,25.0,bearish_proxy,59.99,46.25,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
528,AVNW,AVIAT NETWORKS INC,NASDAQ+RUSSELL2000,Information Technology,52.75,72.0,confirmed_bullish_trend,25.0,bearish_proxy,59.9,46.23,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
529,COMP,COMPASS INC CLASS A,RUSSELL2000,Real Estate,52.72,35.0,mixed_sideways,25.0,bearish_proxy,93.43,52.94,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
530,CZFS,CITIZENS FINANCIAL SERVICES INC,NASDAQ+RUSSELL2000,Financials,52.65,72.0,confirmed_bullish_trend,25.0,bearish_proxy,59.58,46.17,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
531,GYRE,GYRE THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,52.64,82.0,early_transition,20.0,fresh_bearish_cross_proxy,53.81,46.01,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
532,QUAD,QUAD GRAPHICS INC CLASS A,RUSSELL2000,Industrials,52.57,72.0,confirmed_bullish_trend,25.0,bearish_proxy,59.34,46.12,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
533,AVPT,AVEPOINT INC CLASS A,NASDAQ+RUSSELL2000,Information Technology,52.56,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,70.48,48.35,12.33,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
534,CBK,COMMERCIAL BANCGROUP INC,NASDAQ+RUSSELL2000,Financials,52.52,72.0,confirmed_bullish_trend,25.0,bearish_proxy,59.18,46.09,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
535,PARR,PAR PACIFIC HOLDINGS INC,RUSSELL2000,Energy,52.51,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,86.64,51.58,17.71,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.9 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
536,TBBK,BANCORP INC,NASDAQ+RUSSELL2000,Financials,52.5,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,70.68,48.39,12.45,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
537,VSTS,VESTIS CORP,RUSSELL2000,Industrials,52.5,72.0,confirmed_bullish_trend,25.0,bearish_proxy,59.14,46.08,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
538,PKOH,PARK OHIO HOLDINGS CORP,NASDAQ+RUSSELL2000,Industrials,52.47,72.0,confirmed_bullish_trend,25.0,bearish_proxy,59.03,46.06,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
539,AZTA,AZENTA INC,NASDAQ+RUSSELL2000,Health Care,52.46,72.0,confirmed_bullish_trend,20.0,fresh_bearish_cross_proxy,62.34,47.72,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
540,ECPG,ENCORE CAPITAL GROUP INC,NASDAQ+RUSSELL2000,Financials,52.45,72.0,confirmed_bullish_trend,20.0,fresh_bearish_cross_proxy,62.77,46.8,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
541,CRAI,CRA INTERNATIONAL INC,NASDAQ+RUSSELL2000,Industrials,52.44,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,63.92,47.03,10.27,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
542,FBIZ,FIRST BUSINESS FINANCIAL SERVICES,NASDAQ+RUSSELL2000,Financials,52.39,72.0,confirmed_bullish_trend,25.0,bearish_proxy,58.78,46.01,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
543,BOX,BOX INC CLASS A,RUSSELL2000,Information Technology,52.37,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,67.81,47.81,11.63,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
544,CPK,CHESAPEAKE UTILITIES CORP,RUSSELL2000,Utilities,52.37,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,67.68,48.79,11.74,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
545,FFBC,FIRST FINANCIAL BANCORP,NASDAQ+RUSSELL2000,Financials,52.35,72.0,confirmed_bullish_trend,25.0,bearish_proxy,58.68,45.99,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
546,FSBC,FIVE STAR BANCORP,NASDAQ+RUSSELL2000,Financials,52.33,72.0,confirmed_bullish_trend,25.0,bearish_proxy,58.63,45.98,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
547,CALY,CALLAWAY GOLF COMPANY,RUSSELL2000,Consumer Discretionary,52.31,72.0,confirmed_bullish_trend,25.0,bearish_proxy,58.57,45.96,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
548,HCI,HCI GROUP INC,RUSSELL2000,Financials,52.31,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,63.87,47.02,10.39,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
549,MLYS,MINERALYS THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,52.29,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,63.78,48.01,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
550,ANNX,ANNEXON INC,NASDAQ+RUSSELL2000,Health Care,52.28,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,63.75,48.0,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
551,UTZ,UTZ BRANDS INC CLASS A,RUSSELL2000,Consumer Staples,52.26,82.0,early_transition,20.0,fresh_bearish_cross_proxy,52.63,45.78,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
552,BWFG,BANKWELL FINANCIAL GROUP INC,NASDAQ+RUSSELL2000,Financials,52.24,72.0,confirmed_bullish_trend,25.0,bearish_proxy,58.33,45.92,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
553,UMBF,UMB FINANCIAL CORP,NASDAQ+NASDAQ500+RUSSELL2000,Financials,52.24,72.0,confirmed_bullish_trend,25.0,bearish_proxy,58.33,45.92,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
554,HLMN,HILLMAN SOLUTIONS CORP,NASDAQ+RUSSELL2000,Industrials,52.23,82.0,early_transition,25.0,bearish_proxy,49.21,44.09,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
555,CHEF,CHEFS WAREHOUSE INC,NASDAQ+RUSSELL2000,Consumer Staples,52.2,72.0,confirmed_bullish_trend,25.0,bearish_proxy,57.77,46.8,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
556,GPRE,GREEN PLAINS INC,NASDAQ+RUSSELL2000,Energy,52.2,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,67.91,47.83,11.84,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
557,ONB,OLD NATIONAL BANCORP,NASDAQ+NASDAQ500+RUSSELL2000,Financials,52.2,72.0,confirmed_bullish_trend,25.0,bearish_proxy,58.2,45.89,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
558,CYRX,CRYOPORT INC,NASDAQ+RUSSELL2000,Health Care,52.17,72.0,confirmed_bullish_trend,25.0,bearish_proxy,57.67,46.78,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
559,GSBC,GREAT SOUTHERN BANCORP INC,NASDAQ+RUSSELL2000,Financials,52.15,75.0,confirmed_bullish_trend,26.35,bearish_proxy,54.32,45.11,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
560,TFIN,TRIUMPH FINANCIAL INC,RUSSELL2000,Financials,52.13,72.0,confirmed_bullish_trend,25.0,bearish_proxy,58.01,45.85,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
561,DSP,VIANT TECHNOLOGY INC CLASS A,NASDAQ+RUSSELL2000,Information Technology,52.12,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,63.75,47.0,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
